time,I_cell,T_stack,P_ano,P_cat,m_dot_Osep,m_dot_Hsep,C1,C2,C3,C4,C5,C6,Fault_class
193.6,19.9254639689714,311.618698909439,108497.109259113,1105002.89074089,0.0169942185182266,0.0100057814817734,0,0,0,0,0,0,0
193.8,19.9254639689727,311.618698909445,108497.109259113,1105002.89074089,0.0169942185182266,0.0100057814817734,0,0,0,0,0,0,0
194,19.9254639689736,311.618698909449,108497.109259113,1105002.89074089,0.0169942185182266,0.0100057814817734,0,0,0,0,0,0,0
194.2,19.9254639689743,311.618698909452,108497.109259113,1105002.89074089,0.0169942185182266,0.0100057814817734,0,0,0,0,0,0,0
194.4,19.9254639689747,311.618698909454,108497.109259113,1105002.89074089,0.0169942185182266,0.0100057814817734,0,0,0,0,0,0,0
194.6,19.9254639689751,311.618698909456,108497.109259113,1105002.89074089,0.0169942185182266,0.0100057814817734,0,0,0,0,0,1,0
194.8,19.9254639689754,311.618698909457,108497.109259113,1105002.89074089,0.0169942185182266,0.0100057814817734,0,0,0,0,0,1,0
195,19.9254639689756,311.618698909458,108497.109259113,1105002.89074089,0.0169942185182266,0.0100057814817734,0,0,0,0,0,1,0
195.2,19.9254639689757,311.618698909459,108497.109259113,1105002.89074089,0.0169942185182266,0.0100057814817734,0,0,0,0,0,1,0
195.4,19.9254639689758,311.618698909459,108497.109259113,1105002.89074089,0.0169942185182266,0.0100057814817734,0,0,0,0,0,1,0
195.6,19.9254639689759,311.61869890946,108497.109259113,1105002.89074089,0.0169942185182266,0.0100057814817734,0,0,0,0,0,1,0
195.8,19.925463968976,311.61869890946,108497.109259113,1105002.89074089,0.0169942185182266,0.0100057814817734,0,0,0,0,0,0,0
196,19.925463968976,311.61869890946,108497.109259113,1105002.89074089,0.0169942185182266,0.0100057814817734,0,0,0,0,0,0,0
196.2,19.925463968976,311.61869890946,108497.109259113,1105002.89074089,0.0169942185182266,0.0100057814817734,0,0,0,0,0,0,0
196.4,19.9254639689761,311.61869890946,108497.109259113,1105002.89074089,0.0169942185182266,0.0100057814817734,0,0,0,0,0,0,0
196.6,19.9254639689761,311.61869890946,108497.109259113,1105002.89074089,0.0169942185182266,0.0100057814817734,0,0,0,0,0,0,0
196.8,19.9254639689761,311.61869890946,108497.109259113,1105002.89074089,0.0169942185182266,0.0100057814817734,0,0,0,0,0,0,0
197,19.9254639689761,311.61869890946,108497.109259113,1105002.89074089,0.0169942185182266,0.0100057814817734,0,0,0,0,0,0,0
197.2,19.9254639689761,311.61869890946,108497.109259113,1105002.89074089,0.0169942185182266,0.0100057814817734,0,0,0,0,0,0,0
197.4,19.9254639689761,311.61869890946,108497.109259113,1105002.89074089,0.0169942185182266,0.0100057814817734,0,0,0,0,0,0,0
197.6,19.9254639689761,311.61869890946,108497.109259113,1105002.89074089,0.0169942185182266,0.0100057814817734,0,0,0,0,0,0,0
197.8,19.9254639689761,311.61869890946,108497.109259113,1105002.89074089,0.0169942185182266,0.0100057814817734,0,0,0,0,0,0,0
198,19.9254639689761,311.61869890946,108497.109259113,1105002.89074089,0.0169942185182266,0.0100057814817734,0,0,0,0,0,0,0
198.2,19.9254639689761,311.61869890946,108497.109259113,1105002.89074089,0.0169942185182266,0.0100057814817734,0,0,0,0,0,0,0
198.4,19.9254639689761,311.61869890946,108497.109259113,1105002.89074089,0.0169942185182266,0.0100057814817734,0,0,0,0,0,0,0
198.6,19.9254639689761,311.61869890946,108497.109259113,1105002.89074089,0.0169942185182266,0.0100057814817734,0,0,0,0,0,0,0
198.8,19.9254639689761,311.61869890946,108497.109259113,1105002.89074089,0.0169942185182266,0.0100057814817734,0,0,0,0,0,0,0
199,19.9254639689761,311.61869890946,108497.109259113,1105002.89074089,0.0169942185182266,0.0100057814817734,0,0,0,0,0,0,0
199.2,19.9254639689761,311.61869890946,108497.109259113,1105002.89074089,0.0169942185182266,0.0100057814817734,0,0,0,0,0,0,0
199.4,19.9254639689761,311.61869890946,108497.109259113,1105002.89074089,0.0169942185182266,0.0100057814817734,0,0,0,0,0,0,0
199.6,19.9254639689761,311.61869890946,108497.109259113,1105002.89074089,0.0169942185182266,0.0100057814817734,0,0,0,0,0,0,0
199.8,19.9254639689761,311.61869890946,108497.109259113,1105002.89074089,0.0169942185182266,0.0100057814817734,0,0,0,0,0,0,0
200,34.740430543626,311.61869890946,108495.036699023,1105004.96330098,0.0169900733980451,0.0100099266019549,0,0,0,0,0,0,2
200.2,34.7862184292102,311.80810355945,108494.953531979,1105005.04646802,0.0169899070639572,0.0100100929360428,0,0,0,0,0,0,2
200.4,34.81155329503,311.947598268951,108494.94975048,1105005.05024952,0.0169898995009596,0.0100101004990404,0,0,0,0,0,0,2
200.6,34.8217886483107,312.050248302771,108494.948187322,1105005.05181268,0.0169898963746447,0.0100101036253554,0,0,0,0,0,0,2
200.8,34.8208807538876,312.125698754376,108494.948261301,1105005.0517387,0.0169898965226011,0.010010103477399,0,0,0,0,0,0,2
201,34.8117516155804,312.18106989399,108494.949543138,1105005.05045686,0.016989899086276,0.0100101009137241,0,0,0,0,0,0,2
201.2,34.7965584192562,312.221618107078,108494.951715912,1105005.04828409,0.0169899034318244,0.0100100965681755,0,0,0,0,0,0,2
201.4,34.7768932098765,312.251223805104,108494.954545725,1105005.04545428,0.0169899090914499,0.0100100909085501,0,0,0,0,0,0,2
201.6,34.7539306693342,312.272751611705,108494.957859993,1105005.04214001,0.0169899157199867,0.0100100842800133,0,0,0,0,0,0,2
201.8,34.7285373781143,312.288316262705,108494.9615314,1105005.0384686,0.0169899230627992,0.0100100769372008,0,0,0,0,0,0,2
202,34.701352541957,312.299478902582,108494.965466031,1105005.03453397,0.0169899309320621,0.0100100690679379,0,0,0,0,0,0,2
202.2,34.6728476045865,312.307391997666,108494.969594622,1105005.03040538,0.0169899391892449,0.0100100608107551,0,0,0,0,0,0,2
202.4,34.6433702518602,312.312906316434,108494.973866091,1105005.02613391,0.0169899477321823,0.0100100522678177,0,0,0,0,0,0,2
202.6,34.6131768849263,312.316649906244,108494.978242766,1105005.02175723,0.0169899564855322,0.0100100435144678,0,0,0,0,0,0,2
202.8,34.582456578946,312.319086396702,108494.982696868,1105005.01730313,0.0169899653937356,0.0100100346062644,0,0,0,0,0,0,2
203,34.5513487570782,312.320558041092,108494.987207912,1105005.01279209,0.0169899744158236,0.0100100255841764,0,0,0,0,0,0,2
203.2,34.519956226776,312.321317490826,108494.991760793,1105005.00823921,0.0169899835215867,0.0100100164784133,0,0,0,0,0,0,2
203.4,34.4883547944818,312.321551252177,108494.996344375,1105005.00365563,0.0169899926887495,0.0100100073112505,0,0,0,0,0,0,2
203.6,34.4566003563056,312.321397002576,108495.000950443,1105004.99904956,0.0169900019008869,0.0100099980991131,0,0,0,0,0,0,2
203.8,34.4247341270138,312.320956373826,108495.005572944,1105004.99442706,0.0169900111458882,0.0100099888541118,0,0,0,0,0,0,2
204,34.3927864959706,312.320304388868,108495.010207412,1105004.98979259,0.0169900204148236,0.0100099795851764,0,0,0,0,0,0,2
204.2,34.3607798704848,312.319496428108,108495.014850554,1105004.98514945,0.0169900297011088,0.0100099702988912,0,0,0,0,0,0,2
204.4,34.3287307724231,312.318573372003,108495.019499944,1105004.98050006,0.0169900389998889,0.0100099610001112,0,0,0,0,0,0,2
204.6,34.2966513841695,312.317565397342,108495.024153792,1105004.97584621,0.016990048307584,0.010009951692416,1,0,0,0,0,0,2
204.8,34.2645506885357,312.316494779646,108495.028810777,1105004.97118922,0.0169900576215547,0.0100099423784453,1,0,0,0,0,0,2
205,34.2324353092604,312.315377961897,108495.033469927,1105004.96653007,0.0169900669398545,0.0100099330601455,1,0,0,0,0,0,2
205.2,34.2003101307333,312.314227081643,108495.038130524,1105004.96186948,0.0169900762610483,0.0100099237389517,1,0,0,0,0,0,2
205.4,34.1681787549304,312.313051098292,108495.042792039,1105004.95720796,0.0169900855840776,0.0100099144159224,1,0,0,0,0,0,2
205.6,34.1360438383187,312.311856625255,108495.047454081,1105004.95254592,0.0169900949081618,0.0100099050918382,1,0,0,0,0,0,2
205.8,34.1039073402579,312.310648544225,108495.052116363,1105004.94788364,0.0169901042327251,0.0100098957672749,1,0,0,0,0,0,2
206,34.0717707061476,312.309430458609,108495.056778671,1105004.94322133,0.0169901135573429,0.0100098864426571,1,0,0,0,0,0,2
206.2,34.0396350024605,312.308205028246,108495.061440851,1105004.93855915,0.0169901228817018,0.0100098771182982,1,0,0,0,0,0,2
206.4,34.0075010163003,312.306974216481,108495.066102785,1105004.93389721,0.0169901322055705,0.0100098677944295,1,0,0,0,0,0,2
206.6,33.9753693288051,312.305739472548,108495.070764389,1105004.92923561,0.0169901415287783,0.0100098584712217,1,0,0,0,0,0,2
206.8,33.9432403692648,312.304501866194,108495.075425599,1105004.9245744,0.016990150851199,0.010009849148801,1,0,0,0,0,0,2
207,33.9111144550215,312.30326218705,108495.08008637,1105004.91991363,0.0169901601727393,0.0100098398272607,1,0,0,0,0,0,2
207.2,33.8789918208859,312.302021017991,108495.084746665,1105004.91525333,0.0169901694933304,0.0100098305066696,1,0,0,0,0,0,2
207.4,33.8468726408255,312.300778789274,108495.089406461,1105004.91059354,0.016990178812921,0.010009821187079,1,0,0,0,0,0,2
207.6,33.8147570439536,312.299535818508,108495.094065737,1105004.90593426,0.0169901881314733,0.0100098118685267,1,0,0,0,0,0,2
207.8,33.7826451263182,312.298292340155,108495.09872448,1105004.90127552,0.016990197448959,0.010009802551041,1,0,0,0,0,0,2
208,33.7505369595922,312.297048527302,108495.103382679,1105004.89661732,0.0169902067653571,0.0100097932346429,1,0,0,0,0,0,2
208.2,33.7184325974813,312.29580450774,108495.108040326,1105004.89195967,0.0169902160806519,0.0100097839193481,1,0,0,0,0,0,2
208.4,33.6863320804472,312.294560375821,108495.112697416,1105004.88730258,0.0169902253948314,0.0100097746051686,1,0,0,0,0,0,2
208.6,33.6542354391902,312.293316201218,108495.117353943,1105004.88264606,0.0169902347078866,0.0100097652921134,1,0,0,0,0,0,2
208.8,33.6221426972165,312.292072035391,108495.122009905,1105004.87799009,0.0169902440198107,0.0100097559801893,1,0,0,0,0,0,2
209,33.5900538727309,312.290827916352,108495.126665299,1105004.8733347,0.0169902533305983,0.0100097466694017,1,0,0,0,0,0,2
209.2,33.5579689800321,312.289583872194,108495.131320123,1105004.86867988,0.0169902626402452,0.0100097373597548,1,0,0,0,0,0,2
209.4,33.5258880305414,312.288339923681,108495.135974374,1105004.86402563,0.0169902719487481,0.0100097280512519,1,0,0,0,0,0,2
209.6,33.4938110335611,312.287096086176,108495.140628052,1105004.85937195,0.0169902812561043,0.0100097187438957,1,0,0,0,0,0,2
209.8,33.4617379968334,312.285852371049,108495.145281156,1105004.85471884,0.0169902905623114,0.0100097094376886,1,0,0,0,0,0,2
210,33.4296689269526,312.284608786726,108495.149933684,1105004.85006632,0.0169902998673676,0.0100097001326324,1,0,0,0,0,0,2
210.2,33.3976038296688,312.283365339461,108495.154585636,1105004.84541436,0.0169903091712712,0.0100096908287288,1,0,0,0,0,0,2
210.4,33.3655427101123,312.282122033903,108495.15923701,1105004.84076299,0.0169903184740207,0.0100096815259793,1,0,0,0,0,0,2
210.6,33.3334855729581,312.280878873518,108495.163887807,1105004.83611219,0.0169903277756147,0.0100096722243853,1,0,0,0,0,1,2
210.8,33.3014324225481,312.279635860898,108495.168538026,1105004.83146197,0.016990337076052,0.010009662923948,1,0,0,0,0,1,2
211,33.2693832629808,312.278392997989,108495.173187666,1105004.82681233,0.0169903463753314,0.0100096536246686,1,0,0,0,0,0,2
211.2,33.2373380981772,312.277150286264,108495.177836726,1105004.82216327,0.0169903556734517,0.0100096443265483,1,0,0,0,0,0,2
211.4,33.2052969319299,312.275907726844,108495.182485206,1105004.81751479,0.0169903649704118,0.0100096350295882,1,0,0,0,0,1,2
211.6,33.1732597679386,312.274665320589,108495.187133105,1105004.81286689,0.0169903742662107,0.0100096257337893,1,0,0,0,0,1,2
211.8,33.1412266098373,312.273423068172,108495.191780424,1105004.80821958,0.0169903835608473,0.0100096164391527,1,0,0,0,0,1,2
212,33.1091974612131,312.272180970121,108495.19642716,1105004.80357284,0.0169903928543206,0.0100096071456794,1,0,0,0,0,0,2
212.2,33.0771723256212,312.270939026862,108495.201073315,1105004.79892669,0.0169904021466295,0.0100095978533705,1,0,0,0,0,0,2
212.4,33.0451512065953,312.269697238745,108495.205718887,1105004.79428111,0.016990411437773,0.010009588562227,1,0,0,0,0,0,2
212.6,33.0131341076555,312.268455606062,108495.210363875,1105004.78963612,0.0169904207277501,0.0100095792722499,1,0,0,0,0,0,2
212.8,32.9811210323139,312.267214129064,108495.21500828,1105004.78499172,0.0169904300165598,0.0100095699834402,1,0,0,0,0,0,2
213,32.9491119840792,312.265972807973,108495.219652101,1105004.7803479,0.016990439304201,0.010009560695799,1,0,0,0,0,0,2
213.2,32.9171069664596,312.264731642986,108495.224295336,1105004.77570466,0.0169904485906728,0.0100095514093272,1,0,0,0,0,0,2
213.4,32.8851059829653,312.263490634285,108495.228937987,1105004.77106201,0.016990457875974,0.010009542124026,1,0,0,0,0,0,2
213.6,32.85310903711,312.262249782039,108495.233580052,1105004.76641995,0.0169904671601038,0.0100095328398962,1,0,0,0,0,0,2
213.8,32.8211161324127,312.261009086408,108495.238221531,1105004.76177847,0.016990476443061,0.010009523556939,1,0,0,0,0,0,2
214,32.7891272723978,312.259768547548,108495.242862422,1105004.75713758,0.0169904857248447,0.0100095142751553,1,0,0,0,0,0,2
214.2,32.7571424605966,312.258528165608,108495.247502727,1105004.75249727,0.0169904950054538,0.0100095049945462,1,0,0,0,0,0,2
214.4,32.7251617005475,312.257287940733,108495.252142444,1105004.74785756,0.0169905042848873,0.0100094957151127,1,0,0,0,0,0,2
214.6,32.6931849957965,312.256047873067,108495.256781572,1105004.74321843,0.0169905135631442,0.0100094864368558,1,0,0,0,0,0,2
214.8,32.6612123498971,312.254807962753,108495.261420112,1105004.73857989,0.0169905228402234,0.0100094771597766,1,0,0,0,0,0,2
215,32.6292437664112,312.253568209932,108495.266058062,1105004.73394194,0.0169905321161239,0.0100094678838761,1,0,0,0,0,0,2
215.2,32.5972792489087,312.252328614743,108495.270695422,1105004.72930458,0.0169905413908447,0.0100094586091553,1,0,0,0,0,0,2
215.4,32.565318800968,312.251089177326,108495.275332192,1105004.72466781,0.0169905506643847,0.0100094493356153,1,0,0,0,0,0,2
215.6,32.5333624261758,312.249849897822,108495.279968371,1105004.72003163,0.0169905599367429,0.0100094400632571,1,0,0,0,0,0,2
215.8,32.5014101281276,312.248610776368,108495.284603959,1105004.71539604,0.0169905692079183,0.0100094307920817,1,0,0,0,0,0,2
216,32.4694619104274,312.247371813105,108495.289238955,1105004.71076105,0.0169905784779097,0.0100094215220903,1,0,0,0,0,0,2
216.2,32.4375177766877,312.246133008172,108495.293873358,1105004.70612664,0.0169905877467163,0.0100094122532837,1,0,0,0,0,0,2
216.4,32.40557773053,312.244894361708,108495.298507168,1105004.70149283,0.0169905970143368,0.0100094029856632,1,0,0,0,0,0,2
216.6,32.3736417755846,312.243655873853,108495.303140385,1105004.69685961,0.0169906062807702,0.0100093937192298,1,0,0,0,0,0,2
216.8,32.3417099154904,312.242417544748,108495.307773008,1105004.69222699,0.0169906155460156,0.0100093844539844,1,0,0,0,0,1,2
217,32.3097821538953,312.241179374532,108495.312405036,1105004.68759496,0.0169906248100718,0.0100093751899282,1,0,0,0,0,1,2
217.2,32.2778584944561,312.239941363346,108495.317036469,1105004.68296353,0.0169906340729378,0.0100093659270622,1,0,0,0,0,1,2
217.4,32.2459389408385,312.238703511332,108495.321667306,1105004.67833269,0.0169906433346125,0.0100093566653875,1,0,0,0,0,0,2
217.6,32.2140234967171,312.23746581863,108495.326297547,1105004.67370245,0.0169906525950948,0.0100093474049052,1,0,0,0,0,1,2
217.8,32.1821121657755,312.236228285382,108495.330927192,1105004.66907281,0.0169906618543837,0.0100093381456163,1,0,0,0,0,1,2
218,32.1502049517065,312.234990911729,108495.335556239,1105004.66444376,0.0169906711124781,0.0100093288875219,1,0,0,0,0,1,2
218.2,32.1183018582117,312.233753697815,108495.340184688,1105004.65981531,0.016990680369377,0.010009319630623,1,0,0,0,0,1,2
218.4,32.086402889002,312.232516643781,108495.34481254,1105004.65518746,0.0169906896250792,0.0100093103749208,1,0,0,0,0,0,2
218.6,32.0545080477973,312.231279749771,108495.349439792,1105004.65056021,0.0169906988795836,0.0100093011204164,1,0,0,0,0,1,2
218.8,32.0226173383266,312.230043015928,108495.354066445,1105004.64593356,0.0169907081328893,0.0100092918671107,1,0,0,0,0,1,2
219,31.9907307643281,312.228806442394,108495.358692498,1105004.6413075,0.0169907173849951,0.0100092826150049,1,0,0,0,0,1,2
219.2,31.9588483295492,312.227570029315,108495.36331795,1105004.63668205,0.0169907266358999,0.0100092733641001,1,0,0,0,0,1,2
219.4,31.9269700377466,312.226333776835,108495.367942801,1105004.6320572,0.0169907358856026,0.0100092641143974,1,0,0,0,0,1,2
219.6,31.8950958926863,312.225097685098,108495.372567051,1105004.62743295,0.0169907451341022,0.0100092548658978,1,0,0,0,0,1,2
219.8,31.8632258981432,312.223861754249,108495.377190699,1105004.6228093,0.0169907543813975,0.0100092456186025,1,0,0,0,0,1,2
220,36.2884570617789,312.222625984433,108494.758282039,1105005.24171796,0.016989516564077,0.010010483435923,1,0,0,0,0,1,2
220.2,36.283806524072,312.287270741023,108494.736003973,1105005.26399603,0.016989472007946,0.010010527992054,1,0,0,0,0,1,2
220.4,36.2718985907649,312.334666192569,108494.737693946,1105005.26230605,0.0169894753878914,0.0100105246121085,1,0,0,0,0,1,2
220.6,36.2546358695487,312.36932272242,108494.740170637,1105005.25982936,0.0169894803412739,0.0100105196587261,1,0,0,0,0,1,2
220.8,36.2334228809263,312.394571379422,108494.743227701,1105005.2567723,0.0169894864554025,0.0100105135445975,1,0,0,0,0,1,2
221,36.2092962653131,312.412872233045,108494.746712839,1105005.25328716,0.0169894934256783,0.0100105065743217,1,0,0,0,0,1,2
221.2,36.1830210310135,312.42604210456,108494.750513658,1105005.24948634,0.016989501027315,0.010010498972685,1,0,0,0,0,1,2
221.4,36.1551616699658,312.43542275511,108494.754547222,1105005.24545278,0.0169895090944444,0.0100104909055557,1,0,0,0,0,1,2
221.6,36.1261346816133,312.442005099164,108494.758752342,1105005.24124766,0.0169895175046832,0.0100104824953168,1,0,0,0,0,1,2
221.8,36.0962473533066,312.44652094097,108494.763083869,1105005.23691613,0.0169895261677386,0.0100104738322614,1,0,0,0,0,1,2
222,36.0657263867668,312.449510725352,108494.767508498,1105005.2324915,0.0169895350169969,0.0100104649830031,1,0,0,0,0,1,2
222.2,36.0347390256006,312.45137357406,108494.772001658,1105005.22799834,0.0169895440033153,0.0100104559966847,1,0,0,0,0,1,2
222.4,36.0034086462808,312.452404239234,108494.77654522,1105005.22345478,0.0169895530904407,0.0100104469095593,1,0,0,0,0,1,2
222.6,35.9718262623512,312.452820394609,108494.781125815,1105005.21887419,0.0169895622516297,0.0100104377483703,1,0,0,0,0,1,2
222.8,35.9400590124783,312.452782790768,108494.785733577,1105005.21426642,0.0169895714671544,0.0100104285328456,1,0,0,0,0,1,2
223,35.908156422773,312.452410140235,108494.790361231,1105005.20963877,0.0169895807224619,0.0100104192775381,1,0,0,0,0,1,2
223.2,35.8761550268111,312.451790110375,108494.795003409,1105005.20499659,0.0169895900068171,0.0100104099931829,1,0,0,0,0,1,2
223.4,35.8440817739354,312.450987441802,108494.799656151,1105005.20034385,0.0169895993123013,0.0100104006876987,1,0,0,0,0,1,2
223.6,35.8119565435755,312.450049943897,108494.804316537,1105005.19568346,0.0169896086330731,0.0100103913669269,1,0,0,0,0,1,2
223.8,35.7797940000327,312.449012922529,108494.808982412,1105005.19101759,0.0169896179648234,0.0100103820351766,1,0,0,0,0,1,2
224,35.7476049607098,312.447902449928,108494.813652187,1105005.18634781,0.0169896273043737,0.0100103726956263,1,0,0,0,0,1,2
224.2,35.7153974054058,312.446737779475,108494.81832469,1105005.18167531,0.0169896366493792,0.0100103633506208,1,0,0,0,0,1,2
224.4,35.6831772208262,312.445533129004,108494.822999055,1105005.17700094,0.0169896459981102,0.0100103540018898,1,0,0,0,0,1,2
224.6,35.6509487497695,312.44429899775,108494.827674645,1105005.17232535,0.0169896553492905,0.0100103446507095,1,0,0,0,0,1,2
224.8,35.6187151962272,312.443043138885,108494.832350989,1105005.16764901,0.0169896647019788,0.0100103352980212,1,0,0,0,0,1,2
225,35.5864789241992,312.441771277725,108494.83702774,1105005.16297226,0.0169896740554803,0.0100103259445197,1,0,0,0,0,1,2
225.2,35.5542416781074,312.440487642101,108494.841704641,1105005.15829536,0.0169896834092826,0.0100103165907174,1,0,0,0,0,1,2
225.4,35.5220047453765,312.439195354023,108494.846381504,1105005.1536185,0.0169896927630072,0.0100103072369928,1,0,0,0,0,1,2
225.6,35.489769076356,312.43789671891,108494.851058188,1105005.14894181,0.0169897021163751,0.0100102978836249,1,0,0,0,0,1,2
225.8,35.4575353727756,312.436593439173,108494.85573459,1105005.14426541,0.0169897114691799,0.0100102885308201,1,0,0,0,0,1,2
226,35.4253041529897,312.435286771943,108494.860410635,1105005.13958937,0.0169897208212694,0.0100102791787306,1,0,0,0,0,1,2
226.2,35.3930758001014,312.433977645538,108494.865086266,1105005.13491373,0.016989730172531,0.010010269827469,1,0,0,0,0,1,2
226.4,35.3608505974586,312.432666745471,108494.869761441,1105005.13023856,0.0169897395228815,0.0100102604771185,1,0,0,0,0,1,2
226.6,35.3286287548353,312.431354577962,108494.87443613,1105005.12556387,0.0169897488722593,0.0100102511277407,1,0,0,0,0,1,2
226.8,35.2964104277422,312.430041516839,108494.879110309,1105005.12088969,0.0169897582206186,0.0100102417793814,1,0,0,0,0,1,2
227,35.2641957316698,312.428727838166,108494.883783963,1105005.11621604,0.0169897675679256,0.0100102324320744,1,0,0,0,0,1,2
227.2,35.2319847525933,312.427413745823,108494.888457077,1105005.11154292,0.0169897769141549,0.0100102230858451,1,0,0,0,0,1,2
227.4,35.1997775547217,312.426099390382,108494.893129644,1105005.10687036,0.0169897862592878,0.0100102137407122,1,0,0,0,0,1,2
227.6,35.1675741862118,312.424784883056,108494.897801655,1105005.10219834,0.01698979560331,0.01001020439669,1,0,0,0,0,1,2
227.8,35.1353746833836,312.423470305996,108494.902473106,1105005.09752689,0.016989804946211,0.010010195053789,1,0,0,0,0,1,2
228,35.1031790738287,312.422155719892,108494.907143991,1105005.09285601,0.0169898142879826,0.0100101857120174,1,0,0,0,0,1,2
228.2,35.0709873787035,312.42084116959,108494.911814309,1105005.08818569,0.0169898236286187,0.0100101763713813,1,0,0,0,0,1,2
228.4,35.0387996144202,312.419526688233,108494.916484057,1105005.08351594,0.0169898329681143,0.0100101670318857,1,0,0,0,0,1,2
228.6,35.0066157938937,312.418212300327,108494.921153233,1105005.07884677,0.0169898423064658,0.0100101576935342,1,0,0,0,0,1,2
228.8,34.9744359274616,312.416898023998,108494.925821835,1105005.07417817,0.0169898516436701,0.0100101483563299,1,0,0,0,0,1,2
229,34.9422600235629,312.415583872664,108494.930489862,1105005.06951014,0.0169898609797247,0.0100101390202753,1,0,0,0,0,1,2
229.2,34.9100880892377,312.414269856263,108494.935157314,1105005.06484269,0.0169898703146276,0.0100101296853724,1,0,0,0,0,1,2
229.4,34.877920130497,312.412955982167,108494.939824189,1105005.06017581,0.0169898796483771,0.0100101203516229,1,0,0,0,0,1,2
229.6,34.8457561525943,312.411642255852,108494.944490486,1105005.05550951,0.0169898889809715,0.0100101110190285,1,0,0,0,0,1,2
229.8,34.8135961602263,312.410328681394,108494.949156205,1105005.0508438,0.0169898983124095,0.0100101016875905,1,0,0,0,0,1,2
230,34.7814401576813,312.409015261835,108494.953821345,1105005.04617866,0.01698990764269,0.01001009235731,1,0,0,0,0,1,2
230.2,34.7492881489483,312.407701999456,108494.958485906,1105005.04151409,0.0169899169718116,0.0100100830281884,1,0,0,0,0,1,2
230.4,34.717140137797,312.406388895973,108494.963149887,1105005.03685011,0.0169899262997734,0.0100100737002266,1,0,0,0,0,1,2
230.6,34.6849961278381,312.405075952688,108494.967813287,1105005.03218671,0.0169899356265742,0.0100100643734258,1,0,0,0,0,1,2
230.8,34.6528561225663,312.403763170594,108494.972476107,1105005.02752389,0.0169899449522131,0.0100100550477869,1,0,0,0,0,1,2
231,34.6207201253928,312.402450550459,108494.977138345,1105005.02286166,0.016989954276689,0.010010045723311,1,0,0,0,0,1,2
231.2,34.5885881396695,312.401138092884,108494.981800001,1105005.0182,0.0169899636000011,0.0100100363999989,1,0,0,0,0,1,2
231.4,34.5564601687063,312.399825798345,108494.986461074,1105005.01353893,0.0169899729221482,0.0100100270778518,1,0,0,0,0,1,2
231.6,34.524336215784,312.39851366723,108494.991121565,1105005.00887844,0.0169899822431296,0.0100100177568704,1,0,0,0,0,1,2
231.8,34.4922162841639,312.397201699856,108494.995781472,1105005.00421853,0.0169899915629442,0.0100100084370558,1,0,0,0,0,1,2
232,34.4601003770951,312.395889896493,108495.000440796,1105004.9995592,0.016990000881591,0.010009999118409,1,0,0,0,0,1,2
232.2,34.4279884978195,312.394578257375,108495.005099535,1105004.99490047,0.0169900101990692,0.0100099898009308,1,0,0,0,0,1,2
232.4,34.3958806495756,312.393266782708,108495.009757689,1105004.99024231,0.0169900195153779,0.0100099804846221,1,0,0,0,0,1,2
232.6,34.3637768356015,312.391955472679,108495.014415258,1105004.98558474,0.016990028830516,0.010009971169484,1,0,0,0,0,1,2
232.8,34.331677059137,312.390644327459,108495.019072241,1105004.98092776,0.0169900381444826,0.0100099618555174,1,0,0,0,0,1,2
233,34.2995813234249,312.38933334721,108495.023728638,1105004.97627136,0.0169900474572768,0.0100099525427232,1,0,0,0,0,1,2
233.2,34.2674896317128,312.388022532087,108495.028384449,1105004.97161555,0.0169900567688976,0.0100099432311024,1,0,0,0,0,1,2
233.4,34.235401987253,312.386711882236,108495.033039672,1105004.96696033,0.0169900660793442,0.0100099339206558,1,0,0,0,0,1,2
233.6,34.203318393304,312.385401397802,108495.037694308,1105004.96230569,0.0169900753886155,0.0100099246113845,1,0,0,0,0,1,2
233.8,34.1712388531304,312.384091078927,108495.042348355,1105004.95765164,0.0169900846967106,0.0100099153032894,1,0,0,0,0,1,2
234,34.1391633700037,312.382780925749,108495.047001814,1105004.95299819,0.0169900940036286,0.0100099059963714,1,0,0,0,0,1,2
234.2,34.1070919472023,312.381470938406,108495.051654684,1105004.94834532,0.0169901033093685,0.0100098966906315,1,0,0,0,0,1,2
234.4,34.0750245880116,312.380161117034,108495.056306965,1105004.94369304,0.0169901126139293,0.0100098873860707,1,0,0,0,0,1,2
234.6,34.0429612957246,312.378851461769,108495.060958655,1105004.93904134,0.0169901219173101,0.0100098780826899,1,0,0,0,0,1,2
234.8,34.0109020736414,312.377541972747,108495.065609755,1105004.93439025,0.01699013121951,0.01000986878049,1,0,0,0,0,1,2
235,33.9788469250699,312.376232650104,108495.070260264,1105004.92973974,0.016990140520528,0.010009859479472,1,0,0,0,0,1,2
235.2,33.9467958533256,312.374923493973,108495.074910182,1105004.92508982,0.0169901498203631,0.0100098501796369,1,0,0,0,0,1,2
235.4,33.9147488617316,312.373614504492,108495.079559507,1105004.92044049,0.0169901591190143,0.0100098408809857,1,0,0,0,0,1,2
235.6,33.8827059536188,312.372305681794,108495.08420824,1105004.91579176,0.0169901684164807,0.0100098315835193,1,0,0,0,0,1,2
235.8,33.8506671323256,312.370997026016,108495.088856381,1105004.91114362,0.0169901777127614,0.0100098222872386,1,0,0,0,0,1,2
236,33.8186324011987,312.369688537293,108495.093503928,1105004.90649607,0.0169901870078553,0.0100098129921447,1,0,0,0,0,1,2
