time,ARR1,ARR2,ARR3,ARR4,ARR5,ARR6,C1,C2,C3,C4,C5,C6,Fault_class
276.6,-0.000138320201812018,1.20612712683298e-06,1.21082972167074e-06,1.6763870500755e-07,1.67638704836399e-07,0.502310350634182,0,0,0,0,0,0,0
276.8,-0.0037840528976379,-5.99425571936181e-07,-5.50538877039309e-07,8.73002460210744e-06,8.73002460193667e-06,-0.686514206172015,0,0,0,0,0,0,0
277,-0.00300133745519726,1.00016147039716e-07,1.40649951030629e-07,6.93807702836494e-06,6.93807702819385e-06,-0.350431374127934,0,0,0,0,0,0,0
277.2,0.00333801243993011,1.01587562921148e-06,9.73259683601046e-07,-7.87259313208342e-06,-7.8725931322553e-06,0.6732665616718,0,0,0,0,0,0,0
277.4,-0.0147573437066859,-2.92305787069199e-06,-2.73307754936536e-06,3.4241764573949e-05,3.42417645737771e-05,-2.87364496659971,0,0,0,0,0,0,0
277.6,-0.00796903678311081,1.00487557949189e-06,1.11524820071864e-06,1.84557826926176e-05,1.84557826924458e-05,-0.64342115321779,0,0,0,0,0,0,0
277.8,0.00448674688203781,1.98357502743347e-06,1.92771020102635e-06,-1.0666798888115e-05,-1.06667988882862e-05,0.975579012183163,0,0,0,0,0,0,0
278,0.0157162934483423,1.87050902345654e-06,1.66144761133094e-06,-3.69649820241527e-05,-3.6964982024324e-05,2.1954842455043,0,0,0,0,0,0,0
278.2,0.00912739464790144,-9.75210466922859e-07,-1.1031272533085e-06,-2.14901300832139e-05,-2.14901300833854e-05,0.518354894658613,0,0,0,0,0,0,0
278.4,-0.00824619468496799,-2.77155203510204e-06,-2.66955503104971e-06,1.90231731323587e-05,1.90231731321872e-05,-1.9104094532999,0,0,0,0,0,0,0
278.6,-0.000410940723143006,1.22126056881334e-06,1.22954021781504e-06,7.75041974146315e-07,7.75041973974689e-07,0.544013162488627,0,0,0,0,0,0,0
278.8,0.00140557647271686,2.90583843530276e-07,2.7165550057364e-07,-3.41127025056061e-06,-3.4112702507317e-06,0.298759793594093,0,0,0,0,0,0,0
279,0.00218559284024021,1.34581716849682e-07,1.04811308944379e-07,-5.19373880428574e-06,-5.19373880445705e-06,0.328833452892008,0,0,0,0,0,0,0
279.2,-0.00336065059964757,-8.92487720095584e-07,-8.50024855128646e-07,7.78063193656101e-06,7.78063193639014e-06,-0.670168163426057,0,0,0,0,0,0,0
279.4,-0.0153001995240614,-1.96791496633103e-06,-1.76714009314964e-06,3.55910418974247e-05,3.55910418972535e-05,-2.43052937120338,0,0,0,0,0,0,0
279.6,-0.0113675673531943,5.3584401268026e-07,6.91254981067623e-07,2.64543289079471e-05,2.64543289077757e-05,-1.15194896148849,0,0,0,0,0,0,0
279.8,-0.0241924637950172,-2.16268768030352e-06,-1.84230041098218e-06,5.62746016842336e-05,5.62746016840615e-05,-3.83315464666634,0,0,0,0,0,0,0
280,-0.0190373408400883,6.73732996746337e-07,9.33341053947749e-07,4.43086768249512e-05,4.43086768247787e-05,-2.38760520252533,0,0,0,0,0,0,0
280.2,-0.0125558892238064,1.23665831097246e-06,7.86026004061143e-07,2.92482080652045e-05,2.9248208065116e-05,-1.3666006563882,0,0,0,0,0,0,0
280.4,-0.00915868742394287,7.00630181886058e-07,3.74787653711719e-07,2.12408800817076e-05,2.12408800816448e-05,-1.75419755339227,0,0,0,0,0,0,0
280.6,-0.0164325338832427,-9.9634281476619e-07,-1.09561646163348e-06,3.68171551737346e-05,3.68171551736841e-05,-3.54829968776251,0,0,0,0,0,0,0
280.8,-0.00997041865638722,1.00952347905112e-06,9.29249690255151e-07,2.23814706111543e-05,2.23814706111572e-05,-2.30932143284662,0,0,0,0,0,0,0
281,-0.00685500138217728,4.98298158739688e-07,4.42039103458175e-07,1.53799232854321e-05,1.53799232854253e-05,-2.36111148914328,0,0,0,0,0,0,0
281.2,-0.00744697781970784,-7.69662910377025e-08,-8.25842666208885e-08,1.65679021427448e-05,1.65679021427508e-05,-2.715153606128,0,0,0,0,0,0,0
281.4,-0.0311053812753691,-3.60780133635383e-06,-3.29433604910358e-06,6.79597202657848e-05,6.7959720265773e-05,-6.66469308250369,0,0,0,0,0,0,0
281.6,-0.0192900447161445,1.63413928075394e-06,1.8352377694014e-06,4.21274911427287e-05,4.21274911427193e-05,-3.49729059271688,0,0,0,0,0,1,0
281.8,0.00779638300392278,4.06936894069914e-06,3.94601392589789e-06,-1.75533114085233e-05,-1.75533114084967e-05,0.211107191766979,0,0,0,0,0,0,0
282,-0.00770846478305324,-2.31922964507279e-06,-2.25412174153807e-06,1.64988712082784e-05,1.6498871208305e-05,-3.89733166296427,0,0,0,0,0,1,0
282.2,-0.00852008260086677,-1.73222457932017e-07,-8.3246854119257e-08,1.84084860910768e-05,1.84084860911349e-05,-2.96158734284132,0,0,0,0,0,1,0
282.4,-0.0192680787121486,-1.69463908725296e-06,-1.46756584915731e-06,4.19535782693074e-05,4.19535782693485e-05,-4.68161667281224,0,0,0,0,0,0,0
282.6,0.000853065868350166,2.97214183020552e-06,2.96035640758683e-06,-2.21851704298213e-06,-2.21851704300002e-06,-0.683515261342806,0,0,0,0,0,0,0
282.8,0.000120928828326045,-1.1107238928166e-07,-1.19985315680726e-07,-4.98111481123991e-07,-4.98111481140195e-07,-1.94608400528198,0,0,0,0,0,0,0
283,-0.00567010481716327,-8.88935460663443e-07,-8.24426467833817e-07,1.2259209866311e-05,1.22592098663193e-05,-2.70033322068188,0,0,0,0,0,0,0
283.2,0.00415498042046339,1.47246245972805e-06,1.42026312787441e-06,-9.27939751886653e-06,-9.27939751886009e-06,-0.577712423956352,0,0,0,0,0,0,0
283.4,-0.00708145487724082,-1.69524914632493e-06,-1.61323820136267e-06,1.5354881769215e-05,1.53548817692114e-05,-2.90808553707862,0,0,0,0,0,0,0
283.6,-0.0079968173596057,-1.8791207760892e-07,-8.86909137582938e-08,1.74144076570447e-05,1.74144076570473e-05,-2.30159008765478,0,0,0,0,0,1,0
283.8,-0.00770399590486032,-7.76255311015582e-09,8.89130369568402e-08,1.68101787519547e-05,1.68101787519216e-05,-2.19023215069129,0,0,0,0,0,0,0
284,0.00672940919430728,2.17117171588487e-06,2.09044822814687e-06,-1.4920919144244e-05,-1.49209191442147e-05,0.256998847163251,0,0,0,0,0,0,0
284.2,0.00224827692439864,-6.4746247214623e-07,-6.79278552431805e-07,-5.04229320359115e-06,-5.04229320355452e-06,-1.22375353614013,0,0,0,0,0,0,0
284.4,0.0015995382522305,-8.72790395248249e-08,-1.08735634366647e-07,-3.58281044997732e-06,-3.58281044995395e-06,-0.889462380731733,0,0,0,0,0,0,0
284.6,0.00578490256229537,6.5211017386379e-07,5.79733763127963e-07,-1.27548532570486e-05,-1.27548532570551e-05,-0.0123218565941136,0,0,0,0,0,0,0
284.8,0.024118375720144,2.86884043197703e-06,2.56810343725147e-06,-5.32371582090257e-05,-5.3237158209027e-05,3.03415443860435,0,0,0,0,0,0,0
285,0.00768952593992065,-2.3703960823818e-06,-2.4774814078673e-06,-1.71409137632388e-05,-1.71409137632314e-05,-0.515664659235121,0,0,0,0,0,0,0
285.2,0.012770351036126,8.25928606237597e-07,6.64271887164186e-07,-2.82366234585834e-05,-2.8236623458575e-05,1.5891095341381,0,0,0,0,0,0,0
285.4,-0.00919595662962954,-3.2780946960259e-06,-3.1732265085304e-06,1.97985151525534e-05,1.97985151525667e-05,-2.23246397461345,0,0,0,0,0,0,0
285.6,0.00153939121292923,1.58411396319309e-06,1.56763753283495e-06,-3.66874296975534e-06,-3.66874296970935e-06,0.87674432285954,0,0,0,0,0,0,0
285.8,-0.00880835019744508,-1.57902669368556e-06,-1.47318110756964e-06,1.90573343984377e-05,1.90573343984613e-05,-1.56091999962983,0,0,0,0,0,0,0
286,-0.0039958310288199,6.77231436886672e-07,7.29197480044094e-07,8.58536969473264e-06,8.58536969478278e-06,-0.207776050972891,0,0,0,0,0,0,0
286.2,0.00877879317430805,1.93754137686818e-06,1.83035297973511e-06,-1.94695545497772e-05,-1.94695545497799e-05,1.59556105478614,0,0,0,0,0,0,0
286.4,0.0156283073187269,1.10724523311781e-06,9.10190050826498e-07,-3.44909401567659e-05,-3.44909401567845e-05,2.07253299458578,0,0,0,0,0,0,0
286.6,0.0112560849719746,-5.75586675732876e-07,-7.21699241283088e-07,-2.48316305573154e-05,-2.48316305572835e-05,1.13019086115501,0,0,0,0,0,0,0
286.8,0.0124336093296225,2.50658713537043e-07,9.22627981382668e-08,-2.73849497661261e-05,-2.7384949766098e-05,1.78387920999147,0,0,0,0,0,0,0
287,0.00491950972383902,-1.07547878876082e-06,-1.1420091220934e-06,-1.08740156853422e-05,-1.08740156853356e-05,0.596252026609976,0,0,0,0,0,0,0
287.2,0.0239643901094456,2.97288863139434e-06,2.6744810797803e-06,-5.29231058254481e-05,-5.29231058254348e-05,4.38893563177679,0,0,0,0,0,0,0
287.4,0.020373870166991,-4.04661222756392e-07,-6.67125995267103e-07,-4.49428106378934e-05,-4.49428106378765e-05,2.83639680152587,0,0,0,0,0,0,0
287.6,0.00951102213159711,-1.54132907281685e-06,-1.66840393767037e-06,-2.10438347296915e-05,-2.10438347296886e-05,1.47714606518241,0,0,0,0,0,0,0
287.8,0.00994656126497532,1.24343406176762e-07,-2.84024321197928e-09,-2.19485209294472e-05,-2.19485209294101e-05,2.31514255128654,0,0,0,0,0,0,0
288,0.0120311125677053,3.81947503257487e-07,2.29116457641715e-07,-2.64983706602368e-05,-2.64983706602268e-05,2.68624241807702,0,0,0,0,0,0,0
288.2,0.0164688072325026,7.58796709495758e-07,5.50471634157638e-07,-3.6246898807234e-05,-3.62468988072253e-05,3.38005229733862,0,0,0,0,0,1,0
288.4,0.0133111859229582,-3.81883857165217e-07,-5.5326564613075e-07,-2.92839784070922e-05,-2.92839784071077e-05,2.68770732458576,0,0,0,0,0,1,0
288.6,0.0144412108848938,2.57890475386488e-07,7.41186036254453e-08,-3.17560460053722e-05,-3.1756046005383e-05,3.16659769266756,0,0,0,0,0,1,0
288.8,0.0174840751476027,5.60220104695165e-07,3.38490744615218e-07,-3.84476520882716e-05,-3.84476520882845e-05,3.69807465986322,0,0,0,0,0,0,0
289,0.00442476903411297,-1.89181358069633e-06,-1.9546642124717e-06,-9.80761261523683e-06,-9.80761261522234e-06,1.41089636126396,0,0,0,0,0,1,0
289.2,-0.00156010669367609,-8.91184032842711e-07,-8.74529468866577e-07,3.33950719305333e-06,3.33950719306374e-06,1.16395328073347,0,0,0,0,0,0,0
289.4,0.0125330228417583,2.15991322019137e-06,2.00572896393252e-06,-2.76769611165094e-05,-2.76769611165184e-05,3.77848471711814,0,0,0,0,0,0,0
289.6,0.00873485004938538,-5.06744692545342e-07,-6.20394362135882e-07,-1.92845281529859e-05,-1.92845281529892e-05,2.25121244191652,0,0,0,0,0,0,0
289.8,0.0140975645119723,8.79282254068037e-07,7.01507540364268e-07,-3.10547461403098e-05,-3.10547461403125e-05,3.4111409744154,0,0,0,0,0,0,0
290,-0.0117612788734646,-3.85839582318999e-06,-3.72273804157427e-06,2.5392732514292e-05,2.53927325143076e-05,-1.21460213766509,0,0,0,0,0,0,0
290.2,0.00578445695702397,2.61834997427078e-06,2.55035013914868e-06,-1.30922876061169e-05,-1.30922876061126e-05,3.1270963225502,0,0,0,0,0,0,0
290.4,-0.00966624700479164,-2.3329858528908e-06,-2.21928894233845e-06,2.08029632774788e-05,2.08029632774757e-05,-0.684480955778299,0,0,0,0,0,0,0
290.6,-0.0118804188201282,-4.07889155282691e-07,-2.59365789487051e-07,2.57711988900194e-05,2.57711988900521e-05,-0.322463169281229,0,0,0,0,0,0,0
290.8,0.00771933889474024,2.93802989535154e-06,2.84656479383291e-06,-1.72996386765201e-05,-1.72996386764948e-05,2.87417892647606,0,0,0,0,0,0,0
291,0.00987753321230062,3.73974582459204e-07,2.47681270863364e-07,-2.19283533421984e-05,-2.19283533421509e-05,1.98543365178197,0,0,0,0,0,0,0
291.2,0.0140874184431889,7.06299029809221e-07,5.27633940457583e-07,-3.11159506368591e-05,-3.11159506368023e-05,2.64505403346246,0,0,0,0,0,0,0
291.4,0.00826076172047135,-8.08626280583994e-07,-9.17284556725077e-07,-1.82651928332327e-05,-1.82651928331827e-05,1.52100156649564,0,0,0,0,0,0,0
291.6,0.015856202814435,1.22033395354556e-06,1.02095459026928e-06,-3.49533412691353e-05,-3.49533412691435e-05,3.24208356145787,0,0,0,0,0,0,0
291.8,0.0139995108734815,-1.86877454646157e-07,-3.66652390249158e-07,-3.08318780866349e-05,-3.08318780866442e-05,2.57691737201917,0,0,0,0,0,0,0
292,0.0182673422803535,7.45351487361502e-07,5.13960836334348e-07,-4.02084445443966e-05,-4.02084445443588e-05,3.54252979422849,0,0,0,0,0,0,0
292.2,-0.00432610909120002,-3.33964311564188e-06,-3.29647957855486e-06,9.20268587808372e-06,9.20268587815025e-06,-0.381604318556807,0,0,0,0,0,0,0
292.4,-0.021802684508913,-2.69722122534061e-06,-2.43018114193282e-06,4.73802119382846e-05,4.7380211938275e-05,-2.04126976738871,0,0,0,0,0,0,0
292.6,-0.00964587497481922,1.71880398437303e-06,1.8452580048799e-06,2.08429792960994e-05,2.08429792960522e-05,0.684682987856926,0,0,0,0,0,0,0
292.8,-0.0254308572136385,-2.4719899167955e-06,-2.15811989741616e-06,5.53177728529104e-05,5.53177728528539e-05,-3.0132106945683,0,0,0,0,0,0,0
293,-0.024676878489361,-5.26843935045652e-08,2.5970503777444e-07,5.37763420322248e-05,5.3776342032171e-05,-2.32358509387867,0,0,0,0,0,0,0
293.2,-0.03020168561949,-1.00267995154114e-06,-6.22880176090235e-07,6.58799102118452e-05,6.58799102117979e-05,-3.72022287094827,0,0,0,0,0,0,0
293.4,-0.0127767500622296,2.47674623577718e-06,2.64562812038734e-06,2.7739821632656e-05,2.77398216326175e-05,-0.873492124454754,0,0,0,0,0,0,0
293.6,-0.00952095391215916,4.12514855888914e-07,5.34052822373188e-07,2.06918839802537e-05,2.06918839802274e-05,-1.62451775268747,0,0,0,0,0,0,0
293.8,-0.000536893965893508,1.31570048398401e-06,1.3257215113096e-06,1.02442864203123e-06,1.02442864201731e-06,-0.389522934810055,0,0,0,0,0,0,0
294,0.000202404943056673,1.06946051792246e-07,1.04097675501172e-07,-5.46957182733669e-07,-5.46957182735411e-07,-0.782749384196565,0,0,0,0,0,0,0
294.2,0.0035066630905538,5.06772221697408e-07,4.63184419653699e-07,-7.76904398193229e-06,-7.76904398193116e-06,-0.18591363065904,0,0,0,0,0,0,0
294.4,-0.00200685734939168,-8.24280563003663e-07,-8.01621127619855e-07,4.33706740138267e-06,4.33706740138732e-06,-1.20870588193042,0,0,0,0,0,0,0
294.6,-0.00378212169419077,-2.86184091980311e-07,-2.39128206742102e-07,8.24842885442938e-06,8.24842885443799e-06,-1.11592578995113,0,0,0,0,0,0,0
294.8,0.00320196788358583,1.04821291263876e-06,1.01031001026309e-06,-7.07888640262908e-06,-7.07888640261573e-06,0.184979182525907,0,0,0,0,0,0,0
295,0.0109073434223131,1.20534719522305e-06,1.06948555284288e-06,-2.4016797707354e-05,-2.40167977073386e-05,1.14427460040546,0,0,0,0,0,0,0
295.2,-0.000437134537097872,-1.67012440535752e-06,-1.67031532980292e-06,8.55392127731654e-07,8.55392127748808e-07,-1.06255967567013,0,0,0,0,0,0,0
295.4,-0.00379399890544662,-5.1933355168175e-07,-4.73022581586141e-07,8.24426068638002e-06,8.24426068639895e-06,-0.860418323958828,0,0,0,0,0,0,0
295.6,0.0103085500272767,2.14628740729624e-06,2.02051764088467e-06,-2.27808660579766e-05,-2.27808660579559e-05,1.72995944304283,0,0,0,0,0,0,0
295.8,0.00925253663408767,-9.95510503051465e-08,-2.18499166440702e-07,-2.04127331189839e-05,-2.04127331189626e-05,0.804691743196385,0,0,0,0,0,0,0
296,0.0162779868367357,1.13950713369672e-06,9.34629822924368e-07,-3.58563070852601e-05,-3.58563070852376e-05,2.23573582451308,0,0,0,0,0,0,0
296.2,0.0181162217170122,3.85195815769907e-07,1.54625814199801e-07,-3.98757018721692e-05,-3.9875701872145e-05,2.34221552275271,0,0,0,0,0,0,0
296.4,-0.0119195707482554,-4.46744160797693e-06,-4.33220286274376e-06,2.56445425003673e-05,2.56445425003933e-05,-2.56086082608864,0,0,0,0,0,0,0
296.6,-0.0218405095023648,-1.59874354514303e-06,-1.32798192946229e-06,4.74363056727461e-05,4.74363056727744e-05,-2.50665261436624,0,0,0,0,0,0,0
296.8,-0.0110274489999874,1.51126528091318e-06,1.6546344583392e-06,2.38637027948893e-05,2.38637027949185e-05,-0.416242430293562,0,0,0,0,0,0,0
297,0.000850449965611897,1.74912673767374e-06,1.74214475186004e-06,-2.13154757277515e-06,-2.13154757274583e-06,0.702850971243183,0,0,0,0,0,0,0
297.2,-0.00301722515457848,-5.92762585212617e-07,-5.57217660265781e-07,6.43095594181307e-06,6.43095594184302e-06,-0.713334429299494,0,0,0,0,0,0,0
297.4,-0.0110971260194938,-1.25867933265775e-06,-1.12216084628051e-06,2.4158175587364e-05,2.41581755873944e-05,-1.85601967019878,0,0,0,0,0,0,0
297.6,-0.00334528132197126,1.11592087389791e-06,1.1612345265568e-06,7.20297031645478e-06,7.20297031648543e-06,-0.171269181963383,0,0,0,0,0,0,0
297.8,0.0091569652625122,1.90071196197118e-06,1.78878669431756e-06,-2.0268236546033e-05,-2.02682365460022e-05,1.42219665787748,0,0,0,0,0,0,0
298,0.00775330871763093,-1.60634452127061e-07,-2.60698189630907e-07,-1.71310850689109e-05,-1.71310850688793e-05,0.533986905553519,0,0,0,0,0,0,0
298.2,-0.0195084469460699,-4.10593903192569e-06,-3.87290968433567e-06,4.22776921196329e-05,4.22776921196643e-05,-3.80006141119084,0,0,0,0,0,0,0
298.4,-0.0109653671925682,1.17651307968313e-06,1.31792313954743e-06,2.37046609932017e-05,2.37046609932331e-05,-0.879636045111031,0,0,0,0,0,0,0
298.6,-0.0119548017032204,-2.27581176927936e-07,-7.73167198391355e-08,2.59748646100828e-05,2.59748646101141e-05,-1.76482812203621,0,0,0,0,0,0,0
298.8,0.0148406246145383,4.05606735618201e-06,3.87629624990891e-06,-3.3087794529336e-05,-3.30877945293053e-05,2.73853715290182,0,0,0,0,0,0,0
299,0.00253300996131358,-1.80205397428541e-06,-1.84222524928271e-06,-5.95328175613678e-06,-5.95328175610589e-06,-0.841854239004094,0,0,0,0,0,0,0
299.2,-0.00244740711079832,-7.55217200838109e-07,-7.27967094456658e-07,5.09018685226806e-06,5.09018685229849e-06,-0.799402435966774,0,0,0,0,0,0,0
299.4,-0.00723361502980793,-7.54027986723372e-07,-6.65349955390201e-07,1.56585671925729e-05,1.5658567192603e-05,-1.29776299173944,0,0,0,0,0,0,0
299.6,-0.0067545740405538,2.34376887500495e-08,1.08796453363071e-07,1.46739804476694e-05,1.46739804476999e-05,-0.996024150713702,0,0,0,0,0,0,0
299.8,0.00616849221181248,1.9426683341136e-06,1.86900757222618e-06,-1.3706931722443e-05,-1.37069317224123e-05,1.09421561553108,0,0,0,0,0,0,0
300,0.000531577394339856,-8.28565146007529e-07,-8.38642869650359e-07,-1.29326240103569e-06,-1.29326240100537e-06,-0.583551954922232,0,0,0,0,0,0,3
300.2,0.00570209665958117,4.92436984199195e-07,1.11266148203896e-06,-1.32444774828236e-05,-1.32444774827971e-05,0.166544532788359,0,0,0,0,0,0,3
300.4,0.0208876264541931,2.23046913531912e-06,2.46362712402093e-06,-4.81957002270806e-05,-4.81957002270966e-05,2.98651373804618,0,0,0,0,0,0,3
300.6,0.019269608048492,-4.20520552253326e-07,-3.25020890666654e-07,-4.26445603204389e-05,-4.26445603204551e-05,2.148881770142,0,0,0,0,0,0,3
300.8,0.0322169299502283,1.9645996874587e-06,1.78675090614094e-06,-7.05763032864382e-05,-7.0576303286412e-05,4.86247037667079,0,0,0,0,0,0,3
301,0.0162465936081855,-2.71556808569105e-06,-2.75924338230826e-06,-2.98120444091721e-05,-2.98120444091348e-05,1.48623381617982,0,0,0,0,0,0,3
301.2,0.00727772999642502,-1.65178393965867e-06,-1.61655950269185e-06,-5.47666793336566e-06,-5.47666793334911e-06,1.033186339192,0,0,0,0,0,0,3
301.4,0.00890725598778687,9.16860003055408e-08,7.76820035657758e-08,-6.73774536091653e-06,-6.73774536092541e-06,1.78129664463606,0,0,0,0,0,0,3
301.6,0.00935700430822138,1.65878275366844e-08,-2.76299423951016e-08,-6.6555281729235e-06,-6.65552817291118e-06,1.65173227229633,0,0,0,0,0,0,3
301.8,-0.00108223591044794,-1.62256977276348e-06,-1.54895588677987e-06,1.69589640883115e-05,1.69589640882938e-05,-0.194726960848185,0,0,0,0,0,0,3
302,-0.00620753656255324,-6.54574543626935e-07,-5.25807789774703e-07,2.57478349577993e-05,2.57478349577714e-05,-0.35974465485594,0,0,0,0,0,0,3
302.2,0.0237737943067964,5.02253619727699e-06,4.7448502809597e-06,-4.69780065339907e-05,-4.69780065340524e-05,5.12957085999885,0,0,0,0,0,0,3
302.4,0.02574167297919,2.71531430722342e-07,-4.78098027676791e-08,-4.86437892610401e-05,-4.86437892610742e-05,3.26221828822248,0,0,0,0,0,0,3
302.6,0.0158178785055645,-1.87962172143534e-06,-2.06402993353115e-06,-1.92802142885062e-05,-1.92802142885223e-05,1.15990326048597,0,0,0,0,0,0,3
302.8,0.000106303092535211,-2.99762138059452e-06,-2.96246756427814e-06,2.50973154461189e-05,2.50973154461247e-05,-1.38248642208784,0,0,0,0,0,0,3
303,0.00397907822290753,1.00499179432925e-07,1.01953830154585e-07,2.35898942421487e-05,2.358989424219e-05,-0.363028994265444,0,0,0,0,0,0,3
303.2,0.0145341137262515,1.32444127655408e-06,1.19273652481376e-06,4.84753422725477e-06,4.84753422725333e-06,0.599661114975895,0,0,0,0,0,0,3
303.4,-0.00417224673540712,-3.22283175058008e-06,-3.11054025735902e-06,5.20044486959644e-05,5.20044486959599e-05,-3.72030549697043,0,0,0,0,0,0,3
303.6,0.0106686164667294,2.40817598735169e-06,2.33292739534924e-06,1.67032210986852e-05,1.67032210987298e-05,-0.145104347711434,0,0,0,0,0,0,3
303.8,0.027098436228832,3.07688212122273e-06,2.76969934475668e-06,-2.68291565644433e-05,-2.68291565644138e-05,1.90003810068252,0,0,0,0,0,0,3
304,0.0153108778222244,-1.16789496044068e-06,-1.34141930714875e-06,-8.14534671762159e-06,-8.14534671762109e-06,-0.609518414154433,0,0,0,0,0,0,3
304.2,0.0239078970340122,1.87007802863386e-06,1.58011127765863e-06,-3.38347080621496e-05,-3.38347080621606e-05,1.9543870250172,0,0,0,0,0,0,3
304.4,0.0205089571962678,-6.64500995158646e-07,-9.07811014455346e-07,-2.21276138256253e-05,-2.21276138256437e-05,0.451442490174426,0,0,0,0,0,0,3
304.6,0.0204043356689368,-5.26388973742577e-07,-7.52430503105622e-07,-1.26058013375674e-05,-1.26058013376192e-05,0.0772586509064648,0,0,0,0,0,0,3
304.8,0.00739176071973124,-2.81870150715714e-06,-2.85616313277396e-06,2.96480100790553e-05,2.96480100790595e-05,-2.93556121694105,0,0,0,0,0,0,3
305,0.00793382949670054,-6.71283911766378e-07,-6.92259219686137e-07,3.98006565302431e-05,3.98006565302753e-05,-2.87435720941077,0,0,0,0,0,0,3
305.2,0.0202728685880126,1.4560767500213e-06,1.28521766322788e-06,1.93895728287107e-05,1.93895728287833e-05,-1.53323301728743,0,0,0,0,0,0,3
305.4,0.0344443492690967,2.16138511604873e-06,1.80313000044905e-06,-1.01293469519912e-05,-1.01293469519416e-05,-0.222100264833208,0,0,0,0,0,0,3
305.6,0.0306261890816577,-3.08589185694139e-07,-6.26359388648935e-07,-3.16792262600336e-06,-3.16792262597074e-06,-1.64659368275843,0,0,0,0,0,0,3
305.8,0.0415223073642289,2.55386771694229e-06,2.08046249180633e-06,-3.76741403251021e-05,-3.7674140325042e-05,1.1890046379524,0,0,0,0,0,0,3
306,0.0305745900539655,-5.41866699696398e-07,-8.98665395057909e-07,-2.69482507551167e-05,-2.69482507550851e-05,-0.304264931471945,0,0,0,0,0,0,3
306.2,0.027438334748779,2.81931710129504e-07,-4.24886885906222e-08,-2.87310915662609e-05,-2.87310915662335e-05,0.40157273216118,0,0,0,0,0,0,3
306.4,0.00835984198654487,-3.27016050015739e-06,-3.33521795941172e-06,2.04511239502384e-05,2.04511239502497e-05,-3.2148767373393,0,0,0,0,0,0,3
306.6,0.00461991699883302,-1.44079001164164e-06,-1.42799020611286e-06,4.18114393048273e-05,4.18114393048731e-05,-3.65908443684563,0,0,0,0,0,0,3
306.8,0.0226092941552475,1.87359026451147e-06,1.67527613886549e-06,1.53873496966445e-05,1.53873496966464e-05,-1.56303157087661,0,0,0,0,0,0,3
307,0.0366169544303296,1.37564044730483e-06,1.00685048021032e-06,-2.35216106748679e-06,-2.35216106747576e-06,-1.38203712903461,0,0,0,0,0,0,3
307.2,0.0476965270033515,1.25543685469728e-06,7.50380256672504e-07,-1.72870402853591e-05,-1.72870402853744e-05,-1.00190416658178,0,0,0,0,0,0,3
307.4,0.0463549524270655,-2.7856124748436e-07,-7.64255999910902e-07,-9.52244921628142e-06,-9.52244921632873e-06,-2.08676554943466,0,0,0,0,0,0,3
307.6,0.0322157485863039,-1.83230837926152e-06,-2.13669271100362e-06,2.00298721526792e-05,2.00298721526321e-05,-4.09196998279581,0,0,0,0,0,0,3
307.8,0.0353486914363339,1.524117745592e-06,1.16627733414864e-06,-2.22615391429505e-09,-2.22615399577962e-09,-1.81509118123491,0,0,0,0,0,0,3
308,0.0255407647919268,-5.81185966959452e-09,-2.6745226673278e-07,2.03243926960189e-06,2.03243926952775e-06,-2.41563465494947,0,0,0,0,0,0,3
308.2,0.0236138241008282,6.91175423337189e-07,4.39401628844784e-07,-6.38559227302431e-06,-6.38559227305108e-06,-1.59499738192478,0,0,0,0,0,0,3
308.4,0.0371864818229579,2.01947228266322e-06,1.59761145521541e-06,-3.33176133574882e-05,-3.33176133575476e-05,0.204418109476961,0,0,0,0,0,0,3
308.6,0.0378652631234634,-7.53094732666435e-07,-1.16600852100084e-06,-1.90283867200649e-05,-1.90283867201084e-05,-1.60616089568463,0,0,0,0,0,0,3
308.8,0.0489174014031028,6.61233115743858e-07,1.32591799286974e-07,-2.49390348809061e-05,-2.4939034880911e-05,-0.861617403767132,0,0,0,0,0,0,3
309,0.0448806157930973,-1.70140367074931e-06,-2.15312290011448e-06,3.76093404807049e-06,3.76093404808721e-06,-3.3292494969858,0,0,0,0,0,0,3
309.2,0.0443793106326653,-7.94113361500224e-07,-1.21643067626738e-06,1.87310089328879e-05,1.87310089328716e-05,-3.91780775478371,0,0,0,0,0,0,3
309.4,0.0699921766149493,4.11704836530067e-06,3.36216652700152e-06,-3.69576031569415e-05,-3.6957603156977e-05,0.358682209840074,1,0,0,0,0,0,3
309.6,0.0370251275384862,-4.67127547451805e-06,-5.01320492738565e-06,3.51509376656652e-05,3.51509376656112e-05,-6.56546079908852,1,0,0,0,0,0,3
309.8,0.0255035264889883,-6.19732917935769e-07,-8.17824195753242e-07,4.58546761756652e-05,4.58546761756667e-05,-5.41567324801982,0,0,0,0,0,1,3
310,0.0211061825405311,1.1991116886144e-06,1.02475940857458e-06,2.92962142722768e-05,2.9296214272279e-05,-3.96836169888952,0,0,0,0,0,1,3
310.2,0.0237679680100302,1.65638741930675e-06,1.42324784183781e-06,6.36591798980932e-06,6.36591798982979e-06,-2.74467959672846,0,0,0,0,0,1,3
310.4,0.0298052294339262,7.05093620262652e-07,4.01309481519995e-07,-1.87211956312234e-06,-1.87211956311113e-06,-2.84177872734855,0,0,0,0,0,0,3
310.6,0.0194195863866024,-2.85437769474635e-06,-2.99514956188794e-06,4.16821918174698e-05,4.16821918174874e-05,-6.46803814774248,0,0,0,0,0,0,3
