time,ARR1,ARR2,ARR3,ARR4,ARR5,ARR6,C1,C2,C3,C4,C5,C6,Fault_class
472.6,-0.00708625211845435,2.77245466581965e-07,3.73936009559841e-07,1.64886900464271e-05,1.64886900463996e-05,0.909879922553846,0,0,0,0,0,0,0
472.8,0.00422776382668499,1.81311938438426e-06,1.7599319942563e-06,-1.01154756403732e-05,-1.0115475640368e-05,2.50918945085952,0,0,0,0,0,0,0
473,0.00174606702772559,-3.82811178777232e-07,-4.08540312228289e-07,-4.22324405660192e-06,-4.22324405656089e-06,1.21165976854877,0,0,0,0,0,0,0
473.2,-0.00154518967017669,-5.31468149551017e-07,-5.12479472039289e-07,3.54976353589088e-06,3.54976353596775e-06,0.721057056944025,0,0,0,0,0,0,0
473.4,0.00724503658913911,1.43703332714252e-06,1.3418493912702e-06,-1.71411945359269e-05,-1.7141194535818e-05,2.38551354315079,0,0,0,0,0,0,0
473.6,0.00289859016666867,-6.67425992837275e-07,-7.09526754872923e-07,-6.88870299258258e-06,-6.88870299244616e-06,1.01342984940303,0,0,0,0,0,0,0
473.8,0.0021126562805712,-1.10961957915758e-07,-1.40462134980497e-07,-5.01665372222993e-06,-5.01665372206756e-06,1.13532559098645,0,0,0,0,0,0,0
474,0.00687696119839887,7.98574759502385e-07,7.0674273255848e-07,-1.62249213132874e-05,-1.62249213131088e-05,1.980199726811,0,0,0,0,0,0,0
474.2,0.0147757355715259,1.35018087935235e-06,1.15178037335833e-06,-3.48539822065645e-05,-3.48539822063705e-05,3.07417115864348,0,0,0,0,0,0,0
474.4,0.0204321511886969,1.03449176057471e-06,7.57563395421259e-07,-4.81972362598402e-05,-4.8197236259664e-05,3.67380958824895,0,0,0,0,0,0,0
474.6,0.00185186749835855,-2.91303808013605e-06,-2.94850752794848e-06,-4.55343884120726e-06,-4.55343884116455e-06,0.224385070413514,0,0,0,0,0,0,0
474.8,-0.00479786113725475,-1.0833994173131e-06,-1.02209691436708e-06,1.11236302301719e-05,1.11236302301281e-05,0.273341247971629,0,0,0,0,0,0,0
475,-0.00984263155693861,-8.63602575986647e-07,-7.32546552540423e-07,2.30082104881722e-05,2.30082104880719e-05,-0.341299388037639,0,0,0,0,0,0,0
475.2,-0.00128481286137901,1.33913793310373e-06,1.36018824715601e-06,2.90961314592942e-06,2.9096131457909e-06,1.2705880972656,0,0,0,0,0,0,0
475.4,-0.00601735742124126,-7.88172814014839e-07,-7.08911224182151e-07,1.4056576225171e-05,1.40565762250078e-05,-0.272554641982024,0,0,0,0,0,0,0
475.6,-0.00650781677098836,-1.23316457465493e-07,-3.51423473148194e-08,1.523642612105e-05,1.52364261208719e-05,-0.188509299047051,0,0,0,0,0,0,0
475.8,0.00738386915219812,2.24606034543444e-06,2.15126224220291e-06,-1.75050842301986e-05,-1.75050842303865e-05,2.15909017220146,0,0,0,0,0,0,0
476,-0.0041331414187474,-1.84287580825321e-06,-1.79297029047169e-06,9.56663732387766e-06,9.56663732368368e-06,-0.780729771561644,0,0,0,0,0,0,0
476.2,0.010546002969105,2.39200003515024e-06,2.2539407246296e-06,-2.50260300199847e-05,-2.50260300201844e-05,2.53859328417485,0,0,0,0,0,0,0
476.4,0.00698925619649565,-5.17661861836493e-07,-6.15669782321688e-07,-1.65874883802762e-05,-1.65874883804861e-05,0.996214117598499,0,0,0,0,0,0,0
476.6,0.00395412641530713,-4.54597179843154e-07,-5.10639105877008e-07,-9.40054832499831e-06,-9.4005483252151e-06,0.779772595685222,0,0,0,0,0,0,0
476.8,0.0124252044064971,1.4230103251891e-06,1.2568021348645e-06,-2.93538507383962e-05,-2.93538507386181e-05,2.51471632338551,0,0,0,0,0,0,0
477,-0.00431553705813387,-2.66383199043065e-06,-2.61426107640366e-06,9.94568559057495e-06,9.94568559035068e-06,-0.891315494038023,0,0,0,0,0,0,0
477.2,-0.0103119411604612,-1.01718375222233e-06,-8.80403877102726e-07,2.40747115534338e-05,2.40747115532074e-05,-0.902254250396137,0,0,0,0,0,0,0
477.4,0.00150306986973688,1.8730529553283e-06,1.85733266130038e-06,-3.70093074867109e-06,-3.70093074889948e-06,1.39201709113135,0,0,0,0,0,0,0
477.6,-0.00820243422455474,-1.58541218619184e-06,-1.47920040603313e-06,1.91175099983778e-05,1.91175099981492e-05,-1.17463006405307,0,0,0,0,0,0,0
477.8,-0.0106363049522732,-4.58464859663865e-07,-3.15285169970451e-07,2.48786849178498e-05,2.487868491762e-05,-1.08586953437492,0,0,0,0,0,0,0
478,0.0116581536337361,3.60931327641111e-06,3.45917474737673e-06,-2.77517439820954e-05,-2.77517439823261e-05,2.86920546300109,0,0,0,0,0,0,0
478.2,0.00877474178783288,-4.01498198121378e-07,-5.23983893442275e-07,-2.08608050352209e-05,-2.0860805035451e-05,0.947911116075374,0,0,0,0,0,0,0
478.4,0.00961572008123536,1.9431687527155e-07,6.25565868958118e-08,-2.27734291269442e-05,-2.27734291271746e-05,1.42739426707823,0,0,0,0,0,0,0
478.6,0.0140092122400507,7.87838123088067e-07,5.97942176116604e-07,-3.30916487040963e-05,-3.30916487043267e-05,2.27575622023821,0,0,0,0,0,0,0
478.8,0.0106999633497716,-4.5166099086081e-07,-5.99882327476852e-07,-2.52620852013274e-05,-2.52620852015579e-05,1.56150976596643,0,0,0,0,0,0,0
479,0.0240562367608317,2.28195246449406e-06,1.95866624251491e-06,-5.68368124413328e-05,-5.6836812441564e-05,4.30150737655586,0,0,0,0,0,0,0
479.2,0.00446767569610291,-3.05674176158185e-06,-3.12884621535991e-06,-1.0780265817728e-05,-1.07802658179589e-05,0.208245713475377,0,0,0,0,0,0,0
479.4,0.00957427996106718,8.67059641454222e-07,7.37639939875035e-07,-2.27285108934056e-05,-2.27285108936359e-05,2.47491801498823,0,0,0,0,0,0,0
479.6,0.0213137600088365,2.00292907693064e-06,1.71607865594811e-06,-5.04194359404963e-05,-5.04194359407255e-05,4.26190761725259,0,0,0,0,0,0,0
479.8,0.0112723482721994,-1.51187361019184e-06,-1.67181311319693e-06,-2.67143950363068e-05,-2.67143950365366e-05,1.88364770946006,0,0,0,0,0,0,0
480,0.0169998014916494,1.01921984471139e-06,7.88858764137141e-07,-4.01769562445463e-05,-4.01769562447757e-05,3.67389634000304,0,0,0,0,0,0,0
480.2,0.00617137432750454,-2.00073642570958e-06,-1.5025374810011e-06,-1.40923384816689e-05,-1.40923384818445e-05,0.936858142219244,0,0,0,0,0,0,0
480.4,-0.0125474004768503,-3.36659154089451e-06,-2.75617000487054e-06,3.14964161635722e-05,3.14964161634593e-05,-1.20081672990424,0,0,0,0,0,0,0
480.6,-0.0138049044919362,-4.50874443831309e-07,5.91250453190499e-08,3.44132972228719e-05,3.4413297222805e-05,-0.0844481604089329,0,0,0,0,0,0,0
480.8,-0.0155929390027589,-5.11279516912664e-07,-6.5885757658858e-08,3.8710744665054e-05,3.87107446649845e-05,-0.457365841188274,0,0,0,0,0,0,0
481,-0.0083309982880875,1.06857774324334e-06,1.3507748501356e-06,2.06967699288275e-05,2.06967699288046e-05,0.776734324459078,0,0,0,0,0,0,0
481.2,-0.00368828017150182,6.89090524605144e-07,8.58116215285822e-07,9.17660408710521e-06,9.17660408710317e-06,0.955049902229907,0,0,0,0,0,0,0
481.4,0.0255951580383693,5.04831613047515e-06,4.77368239373079e-06,-6.39558668528135e-05,-6.39558668528484e-05,5.96480196614299,0,0,0,0,0,0,0
481.6,0.00874447722973843,-2.77273177854629e-06,-2.85107119064122e-06,-2.20822495705076e-05,-2.20822495705073e-05,1.06429313417066,0,0,0,0,0,0,0
481.8,-0.0053248971537247,-2.39874775382113e-06,-2.28943278922941e-06,1.28249260368135e-05,1.28249260368119e-05,-0.169981963273326,0,0,0,0,0,0,0
482,-0.0133938081803092,-1.45484861224472e-06,-1.23783525307436e-06,3.28740661412841e-05,3.28740661412812e-05,-0.774404183127042,0,0,0,0,0,0,0
482.2,-0.0185159587904984,-9.97262679112086e-07,-7.13249762616433e-07,4.5610170824573e-05,4.56101708245975e-05,-1.41659088493213,0,0,0,0,0,0,0
482.4,-0.000282081394280702,3.0225627322314e-06,3.05012945053216e-06,3.94221800574777e-07,3.942218005828e-07,1.93782194238192,0,0,0,0,0,0,0
482.6,0.0132445738643503,2.34126760219995e-06,2.16724122694188e-06,-3.31751571937167e-05,-3.31751571937008e-05,3.01057604590733,0,0,0,0,0,0,0
482.8,0.0109320770538628,-3.16553072000004e-07,-4.68006238940492e-07,-2.7333498708845e-05,-2.73334987088458e-05,1.74284527380276,0,0,0,0,0,0,0
483,0.00286501338460585,-1.3270553249626e-06,-1.36732053716869e-06,-7.27176036350951e-06,-7.27176036353529e-06,0.561137778795652,0,0,0,0,0,0,0
483.2,-0.000615533822447463,-5.88311655714107e-07,-5.7750097512606e-07,1.40862765780561e-06,1.40862765780033e-06,0.502071797302172,0,0,0,0,0,0,0
483.4,0.0121281836393053,2.21010763812123e-06,2.04425510207301e-06,-3.02684346740978e-05,-3.0268434674115e-05,3.02854962851912,0,0,0,0,0,0,0
483.6,0.00730961978445346,-7.53589787435205e-07,-8.596640756278e-07,-1.8256496273235e-05,-1.82564962732383e-05,1.31601458072227,0,0,0,0,0,0,0
483.8,0.0237367518872976,2.91692624782911e-06,2.58352646293901e-06,-5.92116742906368e-05,-5.92116742906424e-05,4.76265832499081,0,0,0,0,0,0,0
484,0.00374187652814999,-3.29731365826534e-06,-3.3621930042437e-06,-9.62643191486714e-06,-9.62643191485005e-06,0.174535770052318,0,0,0,0,0,0,0
484.2,-0.00078845596288234,-7.65759645540077e-07,-7.57243482270335e-07,1.71351908197811e-06,1.7135190819992e-06,0.786829687533595,0,0,0,0,0,0,0
484.4,0.0112442565364876,2.0834400328325e-06,1.92696407283713e-06,-2.81470801649096e-05,-2.8147080164916e-05,3.21762243658974,0,0,0,0,0,0,0
484.6,0.0166691485398562,1.02060287670544e-06,7.82625343282593e-07,-4.15735264308045e-05,-4.15735264307932e-05,3.39435918433822,0,0,0,0,0,0,0
484.8,0.0190957372233217,5.39075328616057e-07,2.64693662245377e-07,-4.75582160264333e-05,-4.75582160264196e-05,3.60006957981672,0,0,0,0,0,0,0
485,0.0125196131145449,-1.00755825794501e-06,-1.19164594176959e-06,-3.11834184898524e-05,-3.11834184898226e-05,2.40058261371038,0,0,0,0,0,0,0
485.2,0.0151476364119757,5.45381962746803e-07,3.28218174575346e-07,-3.7688055658119e-05,-3.76880556581181e-05,3.44293672002806,0,0,0,0,0,0,0
485.4,0.00374393187156913,-1.86948137327657e-06,-1.92974833618962e-06,-9.3998151721132e-06,-9.3998151720917e-06,1.25852524238927,0,0,0,0,0,0,0
485.6,0.00690801196725109,5.74360021519267e-07,4.76147820643012e-07,-1.72216687439415e-05,-1.72216687439355e-05,2.59575224569087,0,0,0,0,0,0,0
485.8,-0.0157035105999174,-3.85267550111637e-06,-3.64033655052938e-06,3.85696740041422e-05,3.85696740041754e-05,-1.78165054964805,0,0,0,0,0,0,0
486,-0.0170895757095123,-3.58614686386645e-07,-1.14999935461614e-07,4.20961057686855e-05,4.20961057687242e-05,-0.75900101404047,0,0,0,0,0,0,0
486.2,0.000213112599342216,2.87968091956103e-06,2.88387005205621e-06,-8.18044839314517e-07,-8.18044839287825e-07,2.12928985944215,0,0,0,0,0,0,0
486.4,0.00293681146446817,4.68513805650185e-07,4.26506213711892e-07,-7.48216980217055e-06,-7.48216980218612e-06,1.25100292903518,0,0,0,0,0,0,0
486.6,-0.00512458696794095,-1.37853326457693e-06,-1.30991462190968e-06,1.25354301260338e-05,1.25354301260091e-05,-0.446061097180138,0,0,0,0,0,0,0
486.8,-0.0241978248733275,-3.32619289360685e-06,-2.99025351264345e-06,5.95663202373226e-05,5.9566320237292e-05,-3.44564339646844,0,0,0,0,0,0,0
487,-0.0198831075676046,5.66212863924987e-07,8.52772381640424e-07,4.90008638323054e-05,4.90008638322482e-05,-1.69341150312776,0,0,0,0,0,0,0
487.2,-0.0197609972925771,-1.25801089440681e-07,1.5725488934064e-07,4.87666656618495e-05,4.8766665661829e-05,-2.33514534993584,0,0,0,0,0,0,0
487.4,-0.00437497130819442,2.52595137224125e-06,2.59556572007137e-06,1.06329600831786e-05,1.06329600831341e-05,0.171671073646952,0,0,0,0,0,0,0
487.6,0.00283037126735843,1.21568522120859e-06,1.17767387862449e-06,-7.18747273314996e-06,-7.18747273322242e-06,0.311725703910306,0,0,0,0,0,0,0
487.8,-0.00447101215749478,-1.24735419995793e-06,-1.18760630400066e-06,1.09427151158664e-05,1.0942715115802e-05,-1.46624319433611,0,0,0,0,0,0,0
488,-0.00416123991820155,1.87352919187833e-08,7.82008783968982e-08,1.02209494120949e-05,1.02209494120362e-05,-0.894822121746613,0,0,0,0,0,0,0
488.2,0.00370368481378237,1.33447551075075e-06,1.28466302205144e-06,-9.28058809967068e-06,-9.28058809969403e-06,0.502105491991472,0,0,0,0,0,0,0
488.4,0.0110177688251244,1.29713926533783e-06,1.14167021156613e-06,-2.74394345702834e-05,-2.74394345703035e-05,1.36495443655181,0,0,0,0,0,0,0
488.6,0.0151529114069469,7.97261664047001e-07,5.80618629717163e-07,-3.76988324220712e-05,-3.769883242208e-05,1.79562146841226,0,0,0,0,0,0,0
488.8,0.0134769802513706,-1.83618236245264e-07,-3.78948230663126e-07,-3.35100845120635e-05,-3.35100845120896e-05,1.44383945430774,0,0,0,0,0,0,0
489,0.00990871698514411,-5.23770302307935e-07,-6.68553576451846e-07,-2.46322994871445e-05,-2.46322994871608e-05,1.12952240188045,0,0,0,0,0,0,0
489.2,0.0148896073123415,9.37531892785875e-07,7.25305432524319e-07,-3.70134255984641e-05,-3.70134255984821e-05,2.45088526485985,0,0,0,0,0,0,0
489.4,0.00223046864114908,-2.08733272903594e-06,-2.12655164789177e-06,-5.63775638555514e-06,-5.63775638557693e-06,-0.0350977001478769,0,0,0,0,0,0,0
489.6,-0.00624320757956403,-1.45274206912025e-06,-1.36793342616169e-06,1.53643816356913e-05,1.53643816356689e-05,-0.658606296803374,0,0,0,0,0,0,0
489.8,-0.0103104804694389,-7.50773700429462e-07,-6.05118393118465e-07,2.54600601132572e-05,2.54600601132415e-05,-0.930778620828005,0,0,0,0,0,0,0
490,0.0146189556012185,4.27209921725906e-06,4.07217817216129e-06,-3.6669619727881e-05,-3.66696197279215e-05,3.76942161298633,0,0,0,0,0,0,0
490.2,0.020617942199693,1.14337508600728e-06,8.47621477714191e-07,-5.14941483603792e-05,-5.14941483604354e-05,3.20513966973044,0,0,0,0,0,0,0
490.4,0.0202895201052218,8.6122207826159e-08,-2.07640733800357e-07,-5.05893477688743e-05,-5.05893477689081e-05,2.98783907812335,0,0,0,0,0,0,0
490.6,0.00533772464731072,-2.44946645806917e-06,-2.53534703737822e-06,-1.34735075240831e-05,-1.34735075241154e-05,0.539005102628488,0,0,0,0,0,0,0
490.8,0.0067113036319052,2.72368081282309e-07,1.75518463888425e-07,-1.68083736030718e-05,-1.68083736030636e-05,1.89905472682028,0,0,0,0,0,0,0
491,0.00752881255420384,1.87199915064177e-07,7.85850538013875e-08,-1.87873508385766e-05,-1.87873508385751e-05,1.95603313270035,0,0,0,0,0,0,0
491.2,0.00952261039912354,3.98647108420507e-07,2.62092046996353e-07,-2.37070712940976e-05,-2.37070712940774e-05,2.28402100256242,0,0,0,0,0,0,0
491.4,0.00632067956439251,-4.88767162153673e-07,-5.81738675920133e-07,-1.57363169814961e-05,-1.57363169814888e-05,1.60037313190204,0,0,0,0,0,0,0
491.6,0.014410996774789,1.45289046121317e-06,1.24899542689928e-06,-3.58539733518038e-05,-3.58539733518108e-05,3.32858169986092,0,0,0,0,0,0,0
491.8,0.0209932507719512,1.24969182949383e-06,9.49976979795935e-07,-5.223223026977e-05,-5.22322302697891e-05,4.06520213825766,0,0,0,0,0,0,0
492,0.0082365059357286,-2.06339817633386e-06,-2.18931593180326e-06,-2.05674432977661e-05,-2.05674432977972e-05,1.45871276582617,0,0,0,0,0,0,0
492.2,0.00542363379082512,-4.31534092993022e-07,-5.11593303979966e-07,-1.35451212321793e-05,-1.35451212321811e-05,1.89317961088917,0,0,0,0,0,0,0
492.4,0.0124008062147191,1.25129226169539e-06,1.07573178095162e-06,-3.08716375977538e-05,-3.08716375977872e-05,3.33628558082564,0,0,0,0,0,0,0
492.6,0.00946824236138378,-4.21826957058368e-07,-5.60067289562525e-07,-2.35606659748996e-05,-2.35606659748744e-05,2.33877009874837,0,0,0,0,0,0,0
492.8,-0.00722188844117927,-2.81886245141085e-06,-2.72461564772165e-06,1.77148697533021e-05,1.77148697533485e-05,-0.468221276775135,0,0,0,0,0,0,0
493,-0.0101620013630322,-5.64326855114075e-07,-4.20492523215266e-07,2.50476212697679e-05,2.50476212698021e-05,-0.0241945331573424,0,0,0,0,0,0,0
493.2,-0.016385778787595,-1.15087682537321e-06,-9.19269044031596e-07,4.04614784660934e-05,4.04614784660987e-05,-1.22733815487252,0,0,0,0,0,0,0
493.4,-0.00844455975784408,1.25644032481604e-06,1.38133826526794e-06,2.08211511323789e-05,2.08211511323495e-05,0.324029056976155,0,0,0,0,0,0,0
493.6,0.0061486507685097,2.47537059774281e-06,2.3933406090047e-06,-1.54302166483585e-05,-1.54302166484249e-05,2.21269511713868,0,0,0,0,0,0,0
493.8,-0.00362412164589464,-1.65142198956679e-06,-1.60527330523236e-06,8.81843024477184e-06,8.81843024467286e-06,-0.613379088662219,0,0,0,0,0,0,0
494,-0.0123753445787683,-1.542201562774e-06,-1.36970129892513e-06,3.04998274557137e-05,3.04998274555836e-05,-1.58281019117924,0,0,0,0,0,0,0
494.2,-0.00822141907689036,6.27703869045303e-07,7.47403135189423e-07,2.02610789177697e-05,2.02610789176166e-05,-0.412306918447735,0,0,0,0,0,0,0
494.4,-0.0073971543938364,8.14852304962276e-08,1.87840863816168e-07,1.82557352274876e-05,1.82557352273122e-05,-0.725712927738824,0,0,0,0,0,0,0
494.6,0.0090184241512785,2.80257724058323e-06,2.68007950238585e-06,-2.25669378713621e-05,-2.25669378715477e-05,2.11477154250488,0,0,0,0,0,0,0
494.8,0.00642123145242817,-3.89714002024158e-07,-4.84257902115412e-07,-1.60595326095604e-05,-1.60595326097548e-05,0.558039727342321,0,0,0,0,0,0,0
495,0.00918162713458635,5.23467126499018e-07,3.92123355870039e-07,-2.28768207795468e-05,-2.28768207797519e-05,1.3625930775493,0,0,0,0,0,0,0
495.2,0.0252292798638779,2.86645035954945e-06,2.50969382490801e-06,-6.29064244640445e-05,-6.29064244641746e-05,4.26833436864634,0,0,0,0,0,0,0
495.4,0.0112790110805788,-2.24349361235898e-06,-2.414469953641e-06,-2.82242379105228e-05,-2.82242379105329e-05,0.886620185692184,0,0,0,0,0,0,0
495.6,0.00519782283310076,-9.78508745551757e-07,-1.05746707327044e-06,-1.30648034989261e-05,-1.30648034988586e-05,0.940601170825796,0,0,0,0,0,0,0
495.8,-0.00675009998025014,-2.03305696254823e-06,-1.94320059129024e-06,1.65415479271014e-05,1.65415479272198e-05,-0.773550089695421,0,0,0,0,0,0,0
496,0.0123110784321198,3.26854152558302e-06,3.09921790621928e-06,-3.08714078417347e-05,-3.08714078415806e-05,3.44823043212698,0,0,0,0,0,0,0
496.2,0.0182492318737576,1.11684291429643e-06,8.55513515015152e-07,-4.55571460740245e-05,-4.55571460738479e-05,3.24421507461826,0,0,0,0,0,0,0
496.4,0.0110343658005106,-1.12620788832248e-06,-1.28991206444045e-06,-2.75672408833486e-05,-2.75672408831577e-05,1.69852211940295,0,0,0,0,0,0,0
496.6,0.0108099624560295,3.69210216663078e-08,-1.19609421349905e-07,-2.69515609915886e-05,-2.69515609913875e-05,2.28487474496007,0,0,0,0,0,0,0
496.8,0.0131124703015224,4.759851427457e-07,2.8776044313229e-07,-3.26382449922661e-05,-3.2638244992058e-05,2.79874184799514,0,0,0,0,0,0,0
497,0.00588082939660729,-1.16204668577495e-06,-1.25091275750807e-06,-1.467187226972e-05,-1.46718722695079e-05,1.4040460853849,0,0,0,0,0,0,0
497.2,0.0214118904969303,2.75041244096644e-06,2.44864838550538e-06,-5.33829516765478e-05,-5.3382951676333e-05,4.79647898952593,0,0,0,0,0,0,0
497.4,0.019216494795591,-2.3133497376196e-07,-5.10224584615312e-07,-4.78614600250241e-05,-4.78614600248075e-05,3.45109747275967,0,0,0,0,0,0,0
497.6,0.0064700913138378,-2.07472403092087e-06,-2.17538622786499e-06,-1.62160607487695e-05,-1.62160607485511e-05,1.45809469852531,0,0,0,0,0,0,0
497.8,0.00480641428560981,-2.45482135285548e-07,-3.1618360393286e-07,-1.20340194615673e-05,-1.20340194613482e-05,2.05465800016593,0,0,0,0,0,0,0
498,0.0115935581881,1.21314670268449e-06,1.04905611656325e-06,-2.88778910555578e-05,-2.88778910553384e-05,3.35210270378079,0,0,0,0,0,0,0
498.2,0.0110855416493623,-6.75290636766305e-09,-1.67091147030183e-07,-2.75834859348756e-05,-2.75834859346559e-05,2.78957576247773,0,0,0,0,0,0,0
498.4,0.000772769988411894,-1.70860030144602e-06,-1.72558322181506e-06,-2.01330018317801e-06,-2.01330018295809e-06,0.972257901361013,0,0,0,0,0,0,0
498.6,-0.00369515624244366,-7.70430650344273e-07,-7.20013899905105e-07,9.08422670893093e-06,9.08422670915041e-06,0.784048351970942,0,0,0,0,0,0,0
498.8,0.00619299485543812,1.69087308212056e-06,1.60621494384225e-06,-1.54651757012036e-05,-1.54651757009839e-05,2.73221157627931,0,0,0,0,0,0,0
499,0.0125920906919223,1.15601877491736e-06,9.77383363427553e-07,-3.13500253578885e-05,-3.13500253576686e-05,3.14347098743407,0,0,0,0,0,0,0
499.2,0.0310301393203441,3.3130049688856e-06,2.87332086430174e-06,-7.74120658989336e-05,-7.74120658987129e-05,6.17548439089514,0,0,0,0,0,0,0
499.4,0.0191598640582665,-1.84495271558214e-06,-2.12862227991836e-06,-4.78256882216047e-05,-4.78256882213841e-05,2.9794829914352,0,0,0,0,0,0,0
499.6,0.0177017439265886,-1.20202483989461e-07,-3.77022997231446e-07,-4.41234551203324e-05,-4.41234551201119e-05,3.75463013652681,0,0,0,0,0,0,0
499.8,0.0158195365536137,-2.02922446843428e-07,-4.32500431879694e-07,-3.93922341680726e-05,-3.93922341678527e-05,3.62934671484685,0,0,0,0,0,0,0
500,0.0169649241585937,3.11263139167594e-07,6.69089792774982e-08,-4.22080217488597e-05,-4.22080217486397e-05,4.05148968429838,0,0,0,0,0,0,5
500.2,0.00314272577671648,-3.95704719552236e-06,-7.36807140857035e-07,-7.25860030625066e-06,-7.25860030610253e-06,1.0498764430156,0,0,0,0,0,0,5
500.4,-0.00660809706796541,-4.94006987612328e-06,1.62259833380074e-06,1.74425733570843e-05,1.74425733572102e-05,0.538610600677589,0,0,0,0,0,0,5
500.6,-0.00516162142027986,-4.60180614628754e-06,5.12150402041354e-06,1.35730156805546e-05,1.35730156806289e-05,1.51442871234002,0,0,0,0,0,0,5
500.8,0.0163401744221599,-2.55394738478995e-06,1.0036906479966e-05,-4.21434749309715e-05,-4.21434749308981e-05,5.37635581094156,0,0,0,0,0,0,5
501,0.0204364698204181,-7.14059455225973e-06,8.56234090265642e-06,-5.27294899274943e-05,-5.27294899274459e-05,4.69071048514239,0,0,0,0,0,0,5
501.2,0.0148952521344767,-1.04434368746595e-05,8.52258463518734e-06,-3.8427240726993e-05,-3.84272407269613e-05,3.56861297768346,0,0,0,0,0,0,5
501.4,0.0197643396363758,-1.01967210184564e-05,1.18889846711005e-05,-5.10274688907537e-05,-5.10274688907478e-05,5.0247133359236,0,0,0,0,0,0,5
501.6,0.00996569825065389,-1.44037843463943e-05,1.10095648199988e-05,-2.57548463951383e-05,-2.57548463951009e-05,2.95243261488283,0,0,0,0,0,0,5
501.8,-0.00113914536593123,-1.63044955775337e-05,1.24642027254323e-05,2.8391413435832e-06,2.83914134361174e-06,1.59499851645609,0,0,0,0,0,0,5
502,0.00112429746791315,-1.55767995416356e-05,1.6356434548882e-05,-2.96585184578346e-06,-2.9658518457794e-06,2.65196152060344,0,0,0,0,0,0,5
502.2,0.000962333150996858,-1.75927044442152e-05,1.75336422805288e-05,-2.526087786775e-06,-2.52608778677472e-06,2.26220949332607,0,0,0,0,0,0,5
502.4,-0.0169882338906733,-2.23803111815606e-05,1.61962241536477e-05,4.35192830922446e-05,4.35192830922823e-05,-1.24341271429459,0,0,0,0,0,0,5
502.6,-0.0212466114147179,-2.16584864747096e-05,2.01819823933282e-05,5.45130122757927e-05,5.45130122758055e-05,-1.10761336720065,0,0,0,0,0,0,5
502.8,-0.0205317480564098,-2.23930017098807e-05,2.2632946267815e-05,5.27264371355774e-05,5.27264371355998e-05,-1.1356976633235,0,0,0,0,0,0,5
503,-0.00279765308820124,-2.09091639607802e-05,2.70538338296779e-05,6.97455787077387e-06,6.9745578708005e-06,1.71925971500603,0,0,0,0,0,0,5
503.2,0.00890029835653553,-2.34626885921507e-05,2.75155814550984e-05,-2.32024034474263e-05,-2.32024034474408e-05,2.44134712485576,0,0,0,0,0,0,5
503.4,2.7676659671157e-05,-2.86870689351773e-05,2.56070304538546e-05,-2.69104873510538e-07,-2.69104873506411e-07,-0.0425259514062812,0,0,0,0,0,0,5
503.6,0.000992642770952611,-2.85768070913837e-05,2.89023307526735e-05,-2.69288345978034e-06,-2.69288345981252e-06,0.773301943380087,0,0,0,0,0,0,5
503.8,0.000347201472127691,-3.04557629700988e-05,3.02263497732461e-05,-9.84722551022611e-07,-9.84722551091296e-07,0.53902021415362,0,0,0,0,0,0,5
504,0.00972766362096244,-3.02432555165983e-05,3.34975871646191e-05,-2.52157702464742e-05,-2.52157702465643e-05,2.32073273432436,0,0,0,0,0,0,5
504.2,0.0100153775633955,-3.34153805666748e-05,3.35104835280584e-05,-2.59238862742154e-05,-2.59238862742612e-05,1.75550205667423,0,0,0,0,0,0,5
504.4,0.00736805967108873,-3.55396207776616e-05,3.46185073782398e-05,-1.90654756654563e-05,-1.9065475665509e-05,1.34336762262801,0,0,0,0,0,0,5
504.6,-0.00814875847751725,-3.94676213877019e-05,3.41092389119978e-05,2.08318781869574e-05,2.08318781869002e-05,-1.29916363012252,0,0,0,0,0,0,5
504.8,-0.00544216838201817,-3.79055622598718e-05,3.88349094436342e-05,1.3912160597659e-05,1.3912160597587e-05,0.204289078615466,0,0,0,0,0,0,5
505,-0.00558284526029545,-3.99945132748519e-05,3.99408345638367e-05,1.43118406361026e-05,1.43118406360459e-05,-0.180899120572889,0,0,0,0,0,0,5
505.2,-0.00885893203806841,-4.21561589542387e-05,4.10206631491571e-05,2.2766496147806e-05,2.27664961477461e-05,-0.920115368667724,0,0,0,0,0,0,5
505.4,-0.0160708150627334,-4.44832376639137e-05,4.19931717013495e-05,4.13069872898574e-05,4.13069872898056e-05,-2.19034811648921,0,0,0,0,0,0,5
505.6,0.00702773088016315,-4.0656020318697e-05,4.868383686407e-05,-1.8466393735442e-05,-1.84663937354696e-05,2.47134145958145,0,0,0,0,0,0,5
505.8,-0.00476725572550647,-4.83912378470973e-05,4.4300753917997e-05,1.19904625074838e-05,1.19904625074467e-05,-1.42789881347336,0,0,0,0,0,0,5
506,0.00190958863013904,-4.67473771598045e-05,4.90491160586644e-05,-5.14778616028924e-06,-5.14778616026009e-06,0.669656265955588,0,0,0,0,0,0,5
506.2,0.0085783398899756,-4.82928125020257e-05,5.05981683184227e-05,-2.23129656106674e-05,-2.23129656106681e-05,1.44667703242339,0,0,0,0,0,0,5
506.4,0.00752540282573058,-5.12349472596626e-05,5.08621048896232e-05,-1.95368621808664e-05,-1.95368621808755e-05,0.871749204319863,0,0,0,0,0,0,5
506.6,-0.0123280374793252,-5.62131999027594e-05,4.93639019392889e-05,3.14615250660417e-05,3.14615250659987e-05,-2.63778974733,0,0,0,0,0,0,5
