time,ARR1,ARR2,ARR3,ARR4,ARR5,ARR6,h1,h2,h3,h4,h5,h6,Fault_class
5.4,0.00484865827569335,-1.64713796437455e-07,-2.27752796089411e-07,-1.11451972920199e-05,-1.11451972919673e-05,2.98378060170293,0.0402306634907587,0.000171139645418707,0.000101191627488714,0.0171001521770833,0.0101977985001964,3.24319698294679,0
5.6,0.0163655787624757,1.85974803323204e-06,1.6504592575053e-06,-3.72816095797081e-05,-3.72816095796642e-05,4.91663910834226,0.040115658008725,0.000170656792269493,0.000100708063446276,0.0170641518920775,0.0101617983766325,2.78130090804898,0
5.8,0.0188785571925347,5.03214794430085e-07,2.56419114579093e-07,-4.29377929260074e-05,-4.29377929259741e-05,4.60468725866583,0.0400173884382417,0.000170335795037662,0.000100387365554985,0.0170334518194969,0.0101310984230033,2.72443093867764,0
6,0.0161091067993138,-3.18421710195844e-07,-5.31306975638948e-07,-3.66109738342541e-05,-3.66109738341792e-05,4.0325304727191,0.0398080748447458,0.000169768852685544,9.98206783689014e-05,0.0169682504780271,0.0100658971691778,3.01171184846202,0
6.2,0.00475262177616937,-1.69404228411522e-06,-1.76185994443506e-06,-1.08791265458483e-05,-1.08791265457811e-05,2.28770742376011,0.0398368697757429,0.000169717325868507,9.97696941712781e-05,0.0169772045497298,0.0100748513054573,2.51531134259617,0
6.4,-0.00155286728142252,-9.68914275394682e-07,-9.51554248420439e-07,3.42023124847252e-06,3.42023124853201e-06,1.81280718100933,0.0398879087524945,0.00016989378545599,9.99460794625708e-05,0.0169930880121505,0.0100907348154585,2.58227815745918,0
6.6,-0.00346262471945718,-3.14459182868475e-07,-2.69913930865629e-07,7.77132369373082e-06,7.77132369378086e-06,1.66131307135557,0.0396546704527814,0.000169309761327849,9.93619227381186e-05,0.0169206290313629,0.0100182758697285,3.06209534941583,0
6.8,-0.0153414865064574,-1.89730030303284e-06,-1.70198020938511e-06,3.45707703849937e-05,3.45707703849958e-05,-0.508706708081748,0.0404259445315963,0.000172141808317188,0.00010219457125973,0.0171614661179354,0.0102591129821316,4.65222090841553,0
7,0.0116612899506834,4.19547649572989e-06,4.05262145038349e-06,-2.68427885252975e-05,-2.6842788525286e-05,4.57965234589092,0.040165014905589,0.000170926655303266,0.000100977421169502,0.0170795945630927,0.0101772414463211,3.20059961441414,0
7.2,0.0179604573059442,1.07018243542335e-06,8.35162019260997e-07,-4.1029577065073e-05,-4.10295770650752e-05,3.86054130220627,0.0397872664652075,0.000169836013674968,9.98874583743371e-05,0.0169617820949778,0.0100594289922292,3.48200531134724,0
7.4,0.00504845080849211,-1.9319480196284e-06,-2.00587400427425e-06,-1.17094129121197e-05,-1.17094129121103e-05,1.34595350056148,0.0397190528725949,0.000169381265773508,9.94336872340869e-05,0.0169405977354911,0.0100382446430746,2.6107515441618,0
7.6,-0.00670792548793218,-1.82943308597949e-06,-1.74824355096959e-06,1.49291883277282e-05,1.49291883277494e-05,0.128068049832955,0.0399068676615746,0.000170058862483472,0.000100111459812087,0.0169989919218833,0.0100966388370796,2.96362571929606,0
7.8,-0.00605799792552012,5.37596238503751e-08,1.32682110599727e-07,1.35409815150693e-05,1.35409815151002e-05,0.778403208837467,0.0401121253027991,0.000170714995607597,0.000100767108831597,0.0170630485666279,0.0101606954874334,3.03614498750499,0
8,0.00368568083793352,1.50264903154004e-06,1.45791577162128e-06,-8.50274336021215e-06,-8.5027433602298e-06,2.19401361567115,0.0398800527160463,0.000170011355772504,0.000100062937848515,0.01699064195497,0.0100882888799083,3.08585563190091,0
8.2,-0.000307335970399315,-6.10987064394128e-07,-6.09449543445049e-07,5.84362007803372e-07,5.84362007765461e-07,0.78612760378514,0.0396483445966913,0.000169288887937049,9.9341070297978e-05,0.0169186677349409,0.0100163146629244,3.05793461587656,0
8.4,-0.0135139120371278,-2.0872455806892e-06,-1.91699386108502e-06,3.03990598685179e-05,3.03990598684906e-05,-1.31734732154899,0.0397337792429333,0.000169439951081465,9.94927301924818e-05,0.0169451686898511,0.0100428156200782,2.66014414001136,0
8.6,-0.0184826925374926,-8.75364383346866e-07,-6.35968751292886e-07,4.16521182078333e-05,4.16521182078243e-05,-1.58582550414766,0.0399348968087955,0.000170156755031604,0.000100209314443316,0.0170077245107899,0.0101053714426702,3.00368134844648,0
8.8,-0.0126797736281195,7.93689257266467e-07,9.62250719112935e-07,2.85777696658645e-05,2.85777696658462e-05,-0.614378202567219,0.0402043734517444,0.000171054519976054,0.000101106560788607,0.0170919185613646,0.0101895654944629,3.22617262227409,0
9,0.00342433106774001,2.47132921494842e-06,2.43284294389179e-06,-7.93763286592337e-06,-7.93763286592181e-06,1.5457112536666,0.0399300372947902,0.000170200764520395,0.000100252107327632,0.0170062101717289,0.0101038571057246,3.21019019355091,0
9.2,0.00178618099428802,-2.40652527298756e-07,-2.6561515240131e-07,-4.1680736465149e-06,-4.16807364654331e-06,0.201773037172749,0.0401500830165144,0.000170845594629472,0.000100897647993984,0.0170749217541772,0.0101725686888341,3.08177790676497,0
9.4,0.0106639113600648,1.4195019010446e-06,1.28272897746112e-06,-2.42882988292836e-05,-2.42882988292888e-05,1.87480144383626,0.0398225946552851,0.000169906810982097,9.99582947041282e-05,0.0169727643159946,0.0100704112511388,3.34601937025773,0
9.6,0.00176172768380124,-1.34129390393201e-06,-1.36929976777767e-06,-4.10580624676244e-06,-4.10580624676645e-06,-0.112255493069002,0.0399352605271294,0.000170089427484483,0.000100141758119177,0.0170078378572593,0.0101054847927625,2.75788240876148,0
9.8,0.000908590067710822,-1.25896881762871e-07,-1.38696347916333e-07,-2.13570247919014e-06,-2.13570247917236e-06,0.349604712929853,0.0399728478239622,0.000170148690085566,0.000100200729954776,0.0170195557440623,0.01011720267983,2.55297022543486,0
10,0.00204195809159178,1.83970976690713e-07,1.57357516947801e-07,-4.67716044707323e-06,-4.67716044709981e-06,0.58955285324924,0.0395680615748097,0.000169174603364117,9.92265460851166e-05,0.0168938042767027,0.00999145121266522,3.53080722726012,0
10.2,-0.0155922046621316,-2.76651601094821e-06,-2.57125565091422e-06,3.5066729741024e-05,3.50667297410156e-05,-2.50735570033303,0.0394234657496979,0.000168523362259853,9.85763474811346e-05,0.0168491203208558,0.0099467672569619,2.79113885148872,0
10.4,-0.0340003377958313,-2.99573071873444e-06,-2.56072117937872e-06,7.6438865546709e-05,7.64388655466871e-05,-4.72925454952133,0.0400318613417345,0.000170774523810375,0.000100827879472018,0.0170379701679783,0.0101356171041902,4.14357951814842,0
10.6,-0.0186846948978859,2.19211580029579e-06,2.4425920821892e-06,4.1929835761901e-05,4.19298357618404e-05,-1.40119544067418,0.0399064830869033,0.000170010280257654,0.000100062070322663,0.0169988721129109,0.0100965190492008,2.79082572778703,0
10.8,-0.0141046786481272,5.95195358323486e-07,7.81172236755464e-07,3.16817011315891e-05,3.16817011315586e-05,-1.92176767235805,0.0402053256713042,0.000171080305755888,0.000101132419951718,0.0170922168460495,0.0101898637823968,3.30809712358813,0
11,0.00251218256714603,2.54076709071516e-06,2.51400993321769e-06,-5.9550723764821e-06,-5.95507237650113e-06,0.489657172206916,0.0399266594945899,0.000170193604242487,0.000100244944594866,0.0170051576510796,0.0101028045874692,3.22193670281107,0
11.2,0.00102139411603433,-2.249593791563e-07,-2.40138466871083e-07,-2.49205468115306e-06,-2.49205468115546e-06,-0.784315402259659,0.0398511783926605,0.000169798594254022,9.98506563408826e-05,0.0169816554682082,0.010079302404629,2.64551190748348,0
11.4,-0.00340448080299529,-6.97021051798392e-07,-6.551438388785e-07,7.57587185110351e-06,7.57587185109956e-06,-1.35399489717793,0.0398197596176184,0.000169666199452442,9.97184563762292e-05,0.0169718827197725,0.0100695296562163,2.51942102286286,0
11.6,-0.00779849342339788,-7.1942817136469e-07,-6.19670168139731e-07,1.75465076789445e-05,1.75465076789433e-05,-1.79804357867486,0.0400889339643115,0.000170691803610756,0.000100744141552694,0.0170557985724402,0.0101534455089009,3.21114722171238,0
11.8,0.00146800043202944,1.41624428123276e-06,1.40069927057186e-06,-3.42784310411008e-06,-3.4278431041119e-06,0.0452045560274354,0.0400549434148349,0.000170402952128163,0.000100454594394315,0.0170451782481934,0.0101428251846666,2.55191728834969,0
12,0.00613969266708458,7.48670532020979e-07,6.69682072338972e-07,-1.39885889993757e-05,-1.39885889993859e-05,0.313218297249569,0.0401359975668525,0.000170693369713424,0.000100745100024009,0.017070514847632,0.0101681617841144,2.69228000971404,0
12.2,0.0129444962065038,1.11997826050034e-06,9.52452127650254e-07,-2.94194562240418e-05,-2.9419456224062e-05,1.33869004563437,0.0403835486672818,0.000171601612736282,0.000101653133002515,0.0171481368832441,0.0102457838197333,3.18709047168844,0
12.4,0.0287081604497213,2.59860213235191e-06,2.22682397610418e-06,-6.53485325503155e-05,-6.53485325503361e-05,3.8907728952341,0.0400794350350646,0.000170692106057174,0.000100742982824531,0.0170528299501567,0.0101504768866508,3.31200911817567,0
12.6,0.025511583355677,-3.22863473185024e-07,-6.61091101576279e-07,-5.8022220174651e-05,-5.80222201746405e-05,2.74054174298198,0.0395515241971397,0.000169219634310227,9.92713011868987e-05,0.0168886874662486,0.00998633440274643,3.8725121551616,0
12.8,-0.00061101182128185,-3.95960114487312e-06,-3.96608262315968e-06,9.90702337495564e-07,9.90702337491946e-07,-1.13775567990524,0.0399715911522019,0.00017044061227352,0.000100493639916987,0.0170191638398932,0.0101168107763937,3.61503902397862,0
13,0.000966211496334384,2.37945848123329e-07,2.24429893800249e-07,-2.45204716406377e-06,-2.45204716402576e-06,0.840863315513734,0.0402805231710112,0.0001713247277714,0.000101376673745444,0.0171157882732883,0.0102134352097908,3.34566444608386,0
13.2,0.0160188980378398,2.39628830501988e-06,2.19092997741062e-06,-3.6607479677256e-05,-3.66074796771952e-05,3.31250796884835,0.0397146620640655,0.000169757397800404,9.98085427428455e-05,0.0169392349311072,0.0100368818676111,4.0002260606756,0
13.4,0.000447051243742943,-2.36261037100881e-06,-2.37754643949581e-06,-1.31330005144057e-06,-1.31330005142037e-06,-0.203999049185388,0.0399357619003132,0.000170174910904821,0.000100227519501951,0.0170079941052698,0.0101056410417749,3.0592210966673,0
13.6,4.99815970068167e-05,-6.60131087146298e-08,-6.80485742730989e-08,-3.15105834472522e-07,-3.1510583445759e-07,0.72273660500341,0.039600219694165,0.000169220396633678,9.92724352065445e-05,0.0169037589353649,0.0100014058718708,3.34163990869996,0
13.8,-0.0154639737228749,-2.44909263579794e-06,-2.25492583729656e-06,3.47099955691031e-05,3.47099955691355e-05,-1.98194683863532,0.0400263625001716,0.000170616925594909,0.00010066982829355,0.0170362534529146,0.010133900389421,3.63893140868465,0
14,-0.00650723419484017,1.3115337656912e-06,1.39998289336827e-06,1.45206305655837e-05,1.4520630565564e-05,0.30445516430067,0.0398318156620697,0.00016983134765172,9.98831519502051e-05,0.0169756320358693,0.0100732789723761,2.97548751015788,0
14.2,-0.00933099977113512,-4.93021120796736e-07,-3.72686171729969e-07,2.09664993252985e-05,2.09664993253177e-05,-0.939598791537519,0.0395868884922927,0.000169108192640297,9.91604994997446e-05,0.0168996314655537,0.00999727840206089,3.08774275692519,0
14.4,-0.0223596936498721,-2.11534468325741e-06,-1.8293173983206e-06,5.03375977177694e-05,5.03375977177889e-05,-3.15286309877253,0.0400681513221449,0.000170790525300613,0.000100843462216617,0.0170493042378243,0.0101469511743318,3.79705881766762,0
14.6,-0.00923571343066282,1.92738484873796e-06,2.05362841091332e-06,2.0695836339638e-05,2.06958363396245e-05,-0.370142640925427,0.0404222005627327,0.000171806526570204,0.000101858222675654,0.0171602892137843,0.0102579361502919,3.48980222995888,0
14.8,0.015585399232461,3.88880297458578e-06,3.69300325043496e-06,-3.57566485646873e-05,-3.5756648564749e-05,2.9392346804619,0.0400872059242371,0.000170740841892882,0.000100791617915631,0.0170552584826561,0.0101529054191638,3.39981796516705,0
15,0.0170662523882671,3.29521762948022e-07,1.03960765655064e-07,-3.89842654647224e-05,-3.89842654648335e-05,1.776957217232,0.0399015211666841,0.00017004204110801,0.000100093687851848,0.0169973266998205,0.0100949736363284,2.95875798036122,0
15.2,0.00963754025058559,-1.07117552000325e-06,-1.20266471244782e-06,-2.20537442119108e-05,-2.20537442119375e-05,0.681890202373473,0.0406381235240986,0.000172787579796451,0.000102839706803782,0.0172283384322312,0.0103259853687391,4.58772445267061,0
15.4,0.0379858656336432,4.59613977483292e-06,4.10559708807754e-06,-8.68449897665899e-05,-8.68449897665434e-05,6.32442551693705,0.0397892494754927,0.000170213813192457,0.000100264025076608,0.0169623982076911,0.010060045144199,4.80746800519089,0
15.6,0.0185635852881226,-2.84105430617467e-06,-3.09758857391055e-06,-4.26271427780358e-05,-4.2627142777951e-05,1.58443148736086,0.0401931370737356,0.000171123397174529,0.00010117581374448,0.0170883993526324,0.0101860462891404,3.59885527672363,0
15.8,0.0238611635460901,9.55134318437727e-07,6.41250177478824e-07,-5.45134755295932e-05,-5.45134755294854e-05,4.05755308560507,0.0401146964579298,0.000170625060124463,0.000100676432125337,0.0170638526003396,0.0101614995368476,2.68291199767964,0
16,0.0238599765274642,1.4963906621052e-07,-1.66025801638911e-07,-5.43914634505288e-05,-5.43914634504127e-05,3.97546296543734,0.0401127872252502,0.000170558991096938,0.000100610566594205,0.0170632555896844,0.0101609025261924,2.46849281731197,0
16.2,0.0237726790743319,1.38333697502862e-07,-1.75747036627943e-07,-5.41128918407617e-05,-5.41128918406409e-05,4.21717304059481,0.0399590420276857,0.000170196785796135,0.000100248366242713,0.0170152507969001,0.0101128977334082,2.87605721224987,0
16.4,0.0167437473786434,-9.62827927944348e-07,-1.1872661351894e-06,-3.81037577318866e-05,-3.81037577317626e-05,3.23320452922075,0.0396327892677251,0.000169314405728224,9.93663841419968e-05,0.0169138472439828,0.0100114941804909,3.3196425436293,0
16.6,-0.00279050815842849,-2.97809290535181e-06,-2.95212743038909e-06,6.0513768162591e-06,6.0513768163816e-06,0.444208452126599,0.0400944179031224,0.000170857831256368,0.000100910650321358,0.0170575126659994,0.0101551596025074,3.74615404775028,0
16.8,0.00507386195556592,1.22409108820926e-06,1.15987854665721e-06,-1.16991440793243e-05,-1.16991440792047e-05,2.90009111574372,0.0399934412739588,0.000170262991970796,0.000100314620027103,0.0170259793276945,0.0101236262642026,2.73239178071834,0
17,0.00576843394658457,1.39329684920578e-07,6.30077826812785e-08,-1.32057049824383e-05,-1.32057049823233e-05,2.38919857836698,0.0396211754600272,0.000169314285770482,9.93661752430685e-05,0.0169102491840913,0.0100078961205994,3.44659486106535,0
17.2,-0.0106767563786799,-2.55925333081864e-06,-2.42808732108314e-06,2.39289519197321e-05,2.3928951919843e-05,-0.554237570912288,0.0405761496400421,0.000172759739170423,0.000102812588063888,0.0172087789297526,0.0103064258662607,5.18457310570836,0
17.4,0.0215712051398416,5.07191922049969e-06,4.79948434774353e-06,-4.95713782630202e-05,-4.95713782629121e-05,5.88174226219016,0.0402995530518717,0.000171362175087636,0.000101412549123104,0.0171217586799499,0.010219405616458,3.26185619784637,0
17.6,0.0306933663166644,1.58429734374134e-06,1.18139521715861e-06,-7.0164125282563e-05,-7.01641252824577e-05,5.46760095673658,0.0399542207504618,0.000170332264458881,0.000100383359905749,0.0170137476839526,0.0101113946204607,3.41225717363721,0
17.8,0.0211646427168093,-1.32097916456203e-06,-1.60618729877456e-06,-4.8369078603754e-05,-4.83690786036505e-05,3.53774075802533,0.0396852747656896,0.000169432890932783,9.94848818075942e-05,0.0169301177251365,0.0100277646616446,3.16606169495876,0
18,0.00256055398444399,-2.80985536395591e-06,-2.85453654332241e-06,-6.19324488449143e-06,-6.19324488439115e-06,1.1475304132994,0.0398046812355507,0.000169687060267342,9.97397444475141e-05,0.0169671946991464,0.0100648416356545,2.76206254597907,0
18.2,-0.00448446673522847,-1.10501533605202e-06,-1.05111894906666e-06,9.86086340723083e-06,9.86086340732938e-06,1.04278541158359,0.0398760708381718,0.000169872601019516,9.99249778258073e-05,0.0169894023731582,0.0100870493096663,2.63655002764583,0
18.4,-0.00596537589177623,-2.69451526325378e-07,-1.92961195499345e-07,1.33038882516958e-05,1.33038882517928e-05,1.00600704421531,0.0399436105326979,0.000170080545320613,0.000100132738021832,0.0170104402581271,0.0101080871946352,2.63322056830258,0
18.6,-0.00389277810430932,2.84978705898495e-07,3.362968466351e-07,8.67800522168653e-06,8.6780052217824e-06,1.20256012378933,0.0397510423452836,0.000169577961643943,9.96299799378286e-05,0.0169505287738461,0.0100481757103542,2.96071742302376,0
18.8,-0.0112480384181389,-1.18954226547321e-06,-1.04603630827255e-06,2.53236384573905e-05,2.53236384574856e-05,-0.409066685671926,0.0397440236313404,0.000169411278535367,9.94637935047668e-05,0.0169483492818682,0.0100459962183763,2.44361868268869,0
19,-0.0164980064444858,-9.04315918895378e-07,-6.90894801795123e-07,3.72012315345191e-05,3.72012315346144e-05,-1.11396273584257,0.0398305191287399,0.000169742180429097,9.97947134668227e-05,0.0169752287848102,0.0100728757213183,2.67355491199584,0
19.2,-0.0160876986547061,-4.52140027134458e-08,1.6565073241907e-07,3.63044857637461e-05,3.63044857638408e-05,-1.04758559725935,0.0397419424953023,0.00016946839066097,9.95207008634427e-05,0.016947703091641,0.0100453500281491,2.67010621591637,0
19.4,-0.0198371062949321,-6.97906446110855e-07,-4.39823454579743e-07,4.47757758675777e-05,4.47757758676726e-05,-2.04106198473307,0.0402095835658919,0.00017122446862291,0.000101277007017661,0.0170935506352345,0.0101911975717426,3.77815974094432,0
19.6,-0.00113807987735381,2.83541617930311e-06,2.85803429170069e-06,2.38357838478444e-06,2.38357838487839e-06,1.10558931092089,0.0397394610851434,0.000169759448412899,9.98107777088421e-05,0.0169469326504238,0.0100445795869319,3.73504283579331,0
19.8,-0.00992766893923553,-1.39931052400062e-06,-1.27408974120621e-06,2.2289136985906e-05,2.22891369859993e-05,-1.70794589826275,0.0400882995567574,0.000170751477709418,0.000100804022491243,0.0170556002897388,0.0101532472262469,3.43246523498908,0
20,1.18518188307343e-05,1.50725566539275e-06,1.51085096381536e-06,-1.83030446109014e-07,-1.83030446016176e-07,0.458229206256822,0.0373494309517387,0.000171852065239642,0.000101851564123873,0.0171651847611022,0.0102598355934033,3.17026896670869,0
20.2,0.0230029593333987,3.71418224943587e-06,3.09407870729668e-06,-5.08758650378213e-05,-5.08758650377522e-05,4.01760537403001,0.0366316488553526,0.000169910685110954,9.9951832164537e-05,0.0169458761494835,0.010040408542292,4.34214663623821,0
20.4,0.00554435749807454,-2.4117999790178e-06,-2.73461281207252e-06,-1.25567914844704e-05,-1.25567914843879e-05,-0.304303200591145,0.0369686088950036,0.000170643914247452,0.00010068531796387,0.017048389834659,0.0101429164505559,2.89314076229774,0
20.6,0.00930057772937316,6.85880035683021e-07,4.01776669741751e-07,-2.06552474338686e-05,-2.06552474337896e-05,1.41969719541021,0.0367085384219982,0.000169793793698064,9.98344592210006e-05,0.0169692494375718,0.010063771801294,2.97300917364927,0
20.8,-0.000111031021387752,-1.327997943084e-06,-1.44621227165637e-06,9.2019985615334e-10,9.20199921869544e-10,-0.392591437000144,0.0367958209355126,0.000169927063875358,9.99682841307533e-05,0.0169957640149952,0.0100902832487536,2.27523170476204,0
21,-0.00241364949039344,-3.18202821014154e-07,-3.67984712814165e-07,5.11012377228733e-06,5.1101237722975e-06,-0.260234767606088,0.0365316097744333,0.000169259441927929,9.93005028727748e-05,0.0169157098523023,0.0100102267820899,2.90060376391856,0
21.2,-0.0160982032482762,-2.07313269956081e-06,-1.93066912402299e-06,3.49215638659266e-05,3.49215638659618e-05,-2.51825689516774,0.0372586589480468,0.0001718285456153,0.000101870215303642,0.0171370570105751,0.0102315722443793,4.10028174463338,0
21.4,0.00806692358838072,3.62258188975299e-06,3.49153287039322e-06,-1.80485918148049e-05,-1.80485918147688e-05,2.1958584942816,0.0368740075893872,0.000170394111446732,0.000100433978914836,0.0170195438440743,0.010114057829428,3.2289112347119,0
21.6,0.00665597244861711,-1.60067803932344e-07,-2.72573339975359e-07,-1.48272396806428e-05,-1.4827239680601e-05,0.471794279277412,0.0368218688200402,0.000169980158729791,0.000100020993491468,0.0170036894156847,0.0100982024820186,2.3040287294465,0
21.8,0.00331810463561167,-4.64645746002138e-07,-5.27239823193734e-07,-7.44187483604718e-06,-7.44187483602265e-06,0.0995808545497751,0.0368539261991909,0.000170062349021242,0.000100103293312316,0.0170134355278111,0.0101079479176241,2.2014545923668,0
22,0.00255124363159816,-9.38380504335295e-08,-1.39709045070113e-07,-5.70293380940849e-06,-5.70293380940577e-06,0.231380482857249,0.0368170517008061,0.000169953839538472,9.99947161094818e-05,0.0170022269981683,0.0100967388899696,2.24783621372271,0
22.2,0.000345209915341971,-3.19103343321108e-07,-3.33641848498308e-07,-8.42734669858876e-07,-8.42734669854574e-07,-0.0627265491749927,0.036606162375058,0.000169445305741572,9.94862724771188e-05,0.0169382913404018,0.0100328028655972,2.69717415922094,0
22.4,-0.0108210603665913,-1.69653296496698e-06,-1.57129393994407e-06,2.34887957793887e-05,2.34887957793783e-05,-1.80342569573708,0.0368245313259395,0.000170113446224732,0.000100154934258142,0.0170045005600277,0.0100990118153496,2.7157548810216,0
