Dl_model,4,8,16,32,64,90
1D-CNN,0.9249112401716918,0.9211877533030137,0.9376218839962875,0.9317615907947516,0.9275929617673275,0.9498321337535914
LSTM,0.8769907626633497,0.9274975042221969,0.7930695427247205,0.9195642229254013,0.9118457512696644,0.9217227723670638
